id,pokemon_id,version_id,game_index
280,14,22,14
281,15,1,114
282,15,2,114
283,15,3,114
284,15,4,15
285,15,5,15
286,15,6,15
287,15,7,15
288,15,8,15
289,15,9,15
290,15,10,15
291,15,11,15
292,15,12,15
293,15,13,15
294,15,14,15
295,15,15,15
296,15,16,15
297,15,17,15
298,15,18,15
299,15,21,15
300,15,22,15
301,16,1,36
302,16,2,36
303,16,3,36
304,16,4,16
305,16,5,16
306,16,6,16
307,16,7,16
308,16,8,16
309,16,9,16
310,16,10,16
311,16,11,16
312,16,12,16
313,16,13,16
314,16,14,16
315,16,15,16
316,16,16,16
317,16,17,16
318,16,18,16
319,16,21,16
320,16,22,16
321,17,1,150
322,17,2,150
323,17,3,150
324,17,4,17
325,17,5,17
326,17,6,17
327,17,7,17
328,17,8,17
329,17,9,17
330,17,10,17
331,17,11,17
332,17,12,17
333,17,13,17
334,17,14,17
335,17,15,17
336,17,16,17
337,17,17,17
338,17,18,17
339,17,21,17
340,17,22,17
341,18,1,151
342,18,2,151
343,18,3,151
344,18,4,18
345,18,5,18
346,18,6,18
347,18,7,18
348,18,8,18
349,18,9,18
350,18,10,18
351,18,11,18
352,18,12,18
353,18,13,18
354,18,14,18
355,18,15,18
356,18,16,18
357,18,17,18
358,18,18,18
359,18,21,18
360,18,22,18
361,19,1,165
362,19,2,165
363,19,3,165
364,19,4,19
365,19,5,19
366,19,6,19
367,19,7,19
368,19,8,19
369,19,9,19
370,19,10,19
371,19,11,19
372,19,12,19
373,19,13,19
374,19,14,19
375,19,15,19
376,19,16,19
377,19,17,19
378,19,18,19
379,19,21,19
380,19,22,19
381,20,1,166
382,20,2,166
383,20,3,166
384,20,4,20
385,20,5,20
386,20,6,20
387,20,7,20
388,20,8,20
389,20,9,20
390,20,10,20
391,20,11,20
392,20,12,20
393,20,13,20
394,20,14,20
395,20,15,20
396,20,16,20
397,20,17,20
398,20,18,20
399,20,21,20
400,20,22,20
401,21,1,5
402,21,2,5
403,21,3,5
404,21,4,21
405,21,5,21
406,21,6,21
407,21,7,21
408,21,8,21
409,21,9,21
410,21,10,21
411,21,11,21
412,21,12,21
413,21,13,21
414,21,14,21
415,21,15,21
416,21,16,21
417,21,17,21
418,21,18,21
419,21,21,21
420,21,22,21
421,22,1,35
422,22,2,35
423,22,3,35
424,22,4,22
425,22,5,22
426,22,6,22
427,22,7,22
428,22,8,22
429,22,9,22
430,22,10,22
431,22,11,22
432,22,12,22
433,22,13,22
434,22,14,22
435,22,15,22
436,22,16,22
437,22,17,22
438,22,18,22
439,22,21,22
440,22,22,22
441,23,1,108
442,23,2,108
443,23,3,108
444,23,4,23
445,23,5,23
446,23,6,23
447,23,7,23
448,23,8,23
449,23,9,23
450,23,10,23
451,23,11,23
452,23,12,23
453,23,13,23
454,23,14,23
455,23,15,23
456,23,16,23
457,23,17,23
458,23,18,23
459,23,21,23
460,23,22,23
461,24,1,45
462,24,2,45
463,24,3,45
464,24,4,24
465,24,5,24
466,24,6,24
467,24,7,24
468,24,8,24
469,24,9,24
470,24,10,24
471,24,11,24
472,24,12,24
473,24,13,24
474,24,14,24
475,24,15,24
476,24,16,24
477,24,17,24
478,24,18,24
479,24,21,24
480,24,22,24
481,25,1,84
482,25,2,84
483,25,3,84
484,25,4,25
485,25,5,25
486,25,6,25
487,25,7,25
488,25,8,25
489,25,9,25
490,25,10,25
491,25,11,25
492,25,12,25
493,25,13,25
494,25,14,25
495,25,15,25
496,25,16,25
497,25,17,25
498,25,18,25
499,25,21,25
500,25,22,25
501,26,1,85
502,26,2,85
503,26,3,85
504,26,4,26
505,26,5,26
506,26,6,26
507,26,7,26
508,26,8,26
509,26,9,26
510,26,10,26
511,26,11,26
512,26,12,26
513,26,13,26
514,26,14,26
515,26,15,26
516,26,16,26
517,26,17,26
518,26,18,26
519,26,21,26
520,26,22,26
521,27,1,96
522,27,2,96
523,27,3,96
524,27,4,27
525,27,5,27
526,27,6,27
527,27,7,27
528,27,8,27
529,27,9,27
530,27,10,27
531,27,11,27
532,27,12,27
533,27,13,27
534,27,14,27
535,27,15,27
536,27,16,27
537,27,17,27
538,27,18,27
539,27,21,27
540,27,22,27
541,28,1,97
542,28,2,97
543,28,3,97
544,28,4,28
545,28,5,28
546,28,6,28
547,28,7,28
548,28,8,28
549,28,9,28
550,28,10,28
551,28,11,28
552,28,12,28
553,28,13,28
554,28,14,28
555,28,15,28
556,28,16,28
557,28,17,28
558,28,18,28
559,28,21,28
560,28,22,28
561,29,1,15
562,29,2,15
563,29,3,15
564,29,4,29
565,29,5,29
566,29,6,29
567,29,7,29
568,29,8,29
569,29,9,29
570,29,10,29
571,29,11,29
572,29,12,29
573,29,13,29
574,29,14,29
575,29,15,29
576,29,16,29
577,29,17,29
578,29,18,29
579,29,21,29
580,29,22,29
581,30,1,168
582,30,2,168
583,30,3,168
584,30,4,30
585,30,5,30
586,30,6,30
587,30,7,30
588,30,8,30
589,30,9,30
590,30,10,30
591,30,11,30
592,30,12,30
593,30,13,30
594,30,14,30
595,30,15,30
596,30,16,30
597,30,17,30
598,30,18,30
599,30,21,30
600,30,22,30
601,31,1,16
602,31,2,16
603,31,3,16
604,31,4,31
605,31,5,31
606,31,6,31
607,31,7,31
608,31,8,31
609,31,9,31
610,31,10,31
611,31,11,31
612,31,12,31
613,31,13,31
614,31,14,31
615,31,15,31
616,31,16,31
617,31,17,31
618,31,18,31
619,31,21,31
620,31,22,31
621,32,1,3
622,32,2,3
623,32,3,3
624,32,4,32
625,32,5,32
626,32,6,32
627,32,7,32
628,32,8,32
629,32,9,32
630,32,10,32
631,32,11,32
632,32,12,32
633,32,13,32
634,32,14,32
635,32,15,32
636,32,16,32
637,32,17,32
638,32,18,32
639,32,21,32
640,32,22,32
641,33,1,167
642,33,2,167
643,33,3,167
644,33,4,33
645,33,5,33
646,33,6,33
647,33,7,33
648,33,8,33
649,33,9,33
650,33,10,33
651,33,11,33
652,33,12,33
653,33,13,33
654,33,14,33
655,33,15,33
656,33,16,33
657,33,17,33
658,33,18,33
659,33,21,33
660,33,22,33
661,34,1,7
662,34,2,7
663,34,3,7
664,34,4,34
665,34,5,34
666,34,6,34
667,34,7,34
668,34,8,34
669,34,9,34
670,34,10,34
671,34,11,34
672,34,12,34
673,34,13,34
674,34,14,34
675,34,15,34
676,34,16,34
677,34,17,34
678,34,18,34
679,34,21,34
680,34,22,34
681,35,1,4
682,35,2,4
683,35,3,4
684,35,4,35
685,35,5,35
686,35,6,35
687,35,7,35
688,35,8,35
689,35,9,35
690,35,10,35
691,35,11,35
692,35,12,35
693,35,13,35
694,35,14,35
695,35,15,35
696,35,16,35
697,35,17,35
698,35,18,35
699,35,21,35
700,35,22,35
701,36,1,142
702,36,2,142
703,36,3,142
704,36,4,36
705,36,5,36
706,36,6,36
707,36,7,36
708,36,8,36
709,36,9,36
710,36,10,36
711,36,11,36
712,36,12,36
713,36,13,36
714,36,14,36
715,36,15,36
716,36,16,36
717,36,17,36
718,36,18,36
719,36,21,36
720,36,22,36
721,37,1,82
722,37,2,82
723,37,3,82
724,37,4,37
725,37,5,37
726,37,6,37
727,37,7,37
728,37,8,37
729,37,9,37
730,37,10,37
731,37,11,37
732,37,12,37
733,37,13,37
734,37,14,37
735,37,15,37
736,37,16,37
737,37,17,37
738,37,18,37
739,37,21,37
740,37,22,37
741,38,1,83
742,38,2,83
743,38,3,83
744,38,4,38
745,38,5,38
746,38,6,38
747,38,7,38
748,38,8,38
749,38,9,38
750,38,10,38
751,38,11,38
752,38,12,38
753,38,13,38
754,38,14,38
755,38,15,38
756,38,16,38
757,38,17,38
758,38,18,38
759,38,21,38
760,38,22,38
761,39,1,100
762,39,2,100
763,39,3,100
764,39,4,39
765,39,5,39
766,39,6,39
767,39,7,39
768,39,8,39
769,39,9,39
770,39,10,39
771,39,11,39
772,39,12,39
773,39,13,39
774,39,14,39
775,39,15,39
776,39,16,39
777,39,17,39
778,39,18,39
779,39,21,39
780,39,22,39
781,40,1,101
782,40,2,101
783,40,3,101
784,40,4,40
785,40,5,40
786,40,6,40
787,40,7,40
788,40,8,40
789,40,9,40
790,40,10,40
791,40,11,40
792,40,12,40
793,40,13,40
794,40,14,40
795,40,15,40
796,40,16,40
797,40,17,40
798,40,18,40
799,40,21,40
800,40,22,40
801,41,1,107
802,41,2,107
803,41,3,107
804,41,4,41
805,41,5,41
806,41,6,41
807,41,7,41
808,41,8,41
809,41,9,41
810,41,10,41
811,41,11,41
812,41,12,41
813,41,13,41
814,41,14,41
815,41,15,41
816,41,16,41
817,41,17,41
818,41,18,41
819,41,21,41
820,41,22,41
821,42,1,130
822,42,2,130
823,42,3,130
824,42,4,42
825,42,5,42
826,42,6,42
827,42,7,42
828,42,8,42
829,42,9,42
830,42,10,42
831,42,11,42
832,42,12,42
833,42,13,42
834,42,14,42
835,42,15,42
836,42,16,42
837,42,17,42
838,42,18,42
839,42,21,42
840,42,22,42
841,43,1,185
842,43,2,185
843,43,3,185
844,43,4,43
845,43,5,43
846,43,6,43
847,43,7,43
848,43,8,43
849,43,9,43
850,43,10,43
851,43,11,43
852,43,12,43
853,43,13,43
854,43,14,43
855,43,15,43
856,43,16,43
857,43,17,43
858,43,18,43
859,43,21,43
860,43,22,43
861,44,1,186
862,44,2,186
863,44,3,186
864,44,4,44
865,44,5,44
866,44,6,44
867,44,7,44
868,44,8,44
869,44,9,44
870,44,10,44
871,44,11,44
872,44,12,44
873,44,13,44
874,44,14,44
875,44,15,44
876,44,16,44
877,44,17,44
878,44,18,44
879,44,21,44
880,44,22,44
881,45,1,187
882,45,2,187
883,45,3,187
884,45,4,45
885,45,5,45
886,45,6,45
887,45,7,45
888,45,8,45
889,45,9,45
890,45,10,45
891,45,11,45
892,45,12,45
893,45,13,45
894,45,14,45
895,45,15,45
896,45,16,45
897,45,17,45
898,45,18,45
899,45,21,45
900,45,22,45
901,46,1,109
902,46,2,109
903,46,3,109
904,46,4,46
905,46,5,46
906,46,6,46
907,46,7,46
908,46,8,46
909,46,9,46
910,46,10,46
911,46,11,46
912,46,12,46
913,46,13,46
914,46,14,46
915,46,15,46
916,46,16,46
917,46,17,46
918,46,18,46
919,46,21,46
920,46,22,46
921,47,1,46
922,47,2,46
923,47,3,46
924,47,4,47
925,47,5,47
926,47,6,47
927,47,7,47
928,47,8,47
929,47,9,47
930,47,10,47
931,47,11,47
932,47,12,47
933,47,13,47
934,47,14,47
935,47,15,47
936,47,16,47
937,47,17,47
938,47,18,47
939,47,21,47
940,47,22,47
941,48,1,65
942,48,2,65
943,48,3,65
944,48,4,48
945,48,5,48
946,48,6,48
947,48,7,48
948,48,8,48
949,48,9,48
950,48,10,48
951,48,11,48
952,48,12,48
953,48,13,48
954,48,14,48
955,48,15,48
956,48,16,48
957,48,17,48
958,48,18,48
959,48,21,48
960,48,22,48
961,49,1,119
962,49,2,119
963,49,3,119
964,49,4,49
965,49,5,49
966,49,6,49
967,49,7,49
968,49,8,49
969,49,9,49
970,49,10,49
971,49,11,49
972,49,12,49
973,49,13,49
974,49,14,49
975,49,15,49
976,49,16,49
977,49,17,49
978,49,18,49
979,49,21,49
980,49,22,49
981,50,1,59
982,50,2,59
983,50,3,59
984,50,4,50
985,50,5,50
986,50,6,50
987,50,7,50
988,50,8,50
989,50,9,50
990,50,10,50
991,50,11,50
992,50,12,50
993,50,13,50
994,50,14,50
995,50,15,50
996,50,16,50
997,50,17,50
998,50,18,50
999,50,21,50
1000,50,22,50
1001,51,1,118
1002,51,2,118
1003,51,3,118
1004,51,4,51
1005,51,5,51
1006,51,6,51
1007,51,7,51
1008,51,8,51
1009,51,9,51
1010,51,10,51
1011,51,11,51
1012,51,12,51
1013,51,13,51
1014,51,14,51
1015,51,15,51
1016,51,16,51
1017,51,17,51
1018,51,18,51
1019,51,21,51
1020,51,22,51
1021,52,1,77
1022,52,2,77
1023,52,3,77
1024,52,4,52
1025,52,5,52
1026,52,6,52
1027,52,7,52
1028,52,8,52
1029,52,9,52
1030,52,10,52
1031,52,11,52
1032,52,12,52
1033,52,13,52
1034,52,14,52
1035,52,15,52
1036,52,16,52
1037,52,17,52
1038,52,18,52
1039,52,21,52
1040,52,22,52
1041,53,1,144
1042,53,2,144
1043,53,3,144
1044,53,4,53
1045,53,5,53
1046,53,6,53
1047,53,7,53
1048,53,8,53
1049,53,9,53
1050,53,10,53
1051,53,11,53
1052,53,12,53
1053,53,13,53
1054,53,14,53
1055,53,15,53
1056,53,16,53
1057,53,17,53
1058,53,18,53
1059,53,21,53
1060,53,22,53
1061,54,1,47
1062,54,2,47
1063,54,3,47
1064,54,4,54
1065,54,5,54
1066,54,6,54
1067,54,7,54
1068,54,8,54
1069,54,9,54
1070,54,10,54
1071,54,11,54
1072,54,12,54
1073,54,13,54
1074,54,14,54
1075,54,15,54
1076,54,16,54
1077,54,17,54
1078,54,18,54
1079,54,21,54
1080,54,22,54
1081,55,1,128
1082,55,2,128
1083,55,3,128
1084,55,4,55
1085,55,5,55
1086,55,6,55
1087,55,7,55
1088,55,8,55
1089,55,9,55
1090,55,10,55
1091,55,11,55
1092,55,12,55
1093,55,13,55
1094,55,14,55
1095,55,15,55
1096,55,16,55
1097,55,17,55
1098,55,18,55
1099,55,21,55
1100,55,22,55
1101,56,1,57
1102,56,2,57
1103,56,3,57
1104,56,4,56
1105,56,5,56
1106,56,6,56
1107,56,7,56
1108,56,8,56
1109,56,9,56
1110,56,10,56
1111,56,11,56
1112,56,12,56
1113,56,13,56
1114,56,14,56
1115,56,15,56
1116,56,16,56
1117,56,17,56
1118,56,18,56
1119,56,21,56
1120,56,22,56
1121,57,1,117
1122,57,2,117
1123,57,3,117
1124,57,4,57
1125,57,5,57
1126,57,6,57
1127,57,7,57
1128,57,8,57
1129,57,9,57
1130,57,10,57
1131,57,11,57
1132,57,12,57
1133,57,13,57
1134,57,14,57
1135,57,15,57
1136,57,16,57
1137,57,17,57
1138,57,18,57
1139,57,21,57
1140,57,22,57
1141,58,1,33
1142,58,2,33
1143,58,3,33
1144,58,4,58
1145,58,5,58
1146,58,6,58
1147,58,7,58
1148,58,8,58
1149,58,9,58
1150,58,10,58
1151,58,11,58
1152,58,12,58
1153,58,13,58
1154,58,14,58
1155,58,15,58
1156,58,16,58
1157,58,17,58
1158,58,18,58
1159,58,21,58
1160,58,22,58
1161,59,1,20
1162,59,2,20
1163,59,3,20
1164,59,4,59
1165,59,5,59
1166,59,6,59
1167,59,7,59
1168,59,8,59
1169,59,9,59
1170,59,10,59
1171,59,11,59
1172,59,12,59
1173,59,13,59
1174,59,14,59
1175,59,15,59
1176,59,16,59
1177,59,17,59
1178,59,18,59
1179,59,21,59
1180,59,22,59
1181,60,1,71
1182,60,2,71
1183,60,3,71
1184,60,4,60
1185,60,5,60
1186,60,6,60
1187,60,7,60
1188,60,8,60
1189,60,9,60
1190,60,10,60
1191,60,11,60
1192,60,12,60
1193,60,13,60
1194,60,14,60
1195,60,15,60
1196,60,16,60
1197,60,17,60
1198,60,18,60
1199,60,21,60
1200,60,22,60
1201,61,1,110
1202,61,2,110
1203,61,3,110
1204,61,4,61
1205,61,5,61
1206,61,6,61
1207,61,7,61
1208,61,8,61
1209,61,9,61
1210,61,10,61
1211,61,11,61
1212,61,12,61
1213,61,13,61
1214,61,14,61
1215,61,15,61
1216,61,16,61
1217,61,17,61
1218,61,18,61
1219,61,21,61
1220,61,22,61
1221,62,1,111
1222,62,2,111
1223,62,3,111
1224,62,4,62
1225,62,5,62
1226,62,6,62
1227,62,7,62
1228,62,8,62
1229,62,9,62
1230,62,10,62
1231,62,11,62
1232,62,12,62
1233,62,13,62
1234,62,14,62
1235,62,15,62
1236,62,16,62
1237,62,17,62
1238,62,18,62
1239,62,21,62
1240,62,22,62
1241,63,1,148
1242,63,2,148
1243,63,3,148
1244,63,4,63
1245,63,5,63
1246,63,6,63
1247,63,7,63
1248,63,8,63
1249,63,9,63
1250,63,10,63
1251,63,11,63
1252,63,12,63
1253,63,13,63
1254,63,14,63
1255,63,15,63
1256,63,16,63
1257,63,17,63
1258,63,18,63
1259,63,21,63
1260,63,22,63
1261,64,1,38
1262,64,2,38
1263,64,3,38
1264,64,4,64
1265,64,5,64
1266,64,6,64
1267,64,7,64
1268,64,8,64
1269,64,9,64
1270,64,10,64
1271,64,11,64
1272,64,12,64
1273,64,13,64
1274,64,14,64
1275,64,15,64
1276,64,16,64
1277,64,17,64
1278,64,18,64
1279,64,21,64
1280,64,22,64
1281,65,1,149
1282,65,2,149
1283,65,3,149
1284,65,4,65
1285,65,5,65
1286,65,6,65
1287,65,7,65
1288,65,8,65
1289,65,9,65
1290,65,10,65
1291,65,11,65
1292,65,12,65
1293,65,13,65
1294,65,14,65
1295,65,15,65
1296,65,16,65
1297,65,17,65
1298,65,18,65
1299,65,21,65
1300,65,22,65
1301,66,1,106
1302,66,2,106
1303,66,3,106
1304,66,4,66
1305,66,5,66
1306,66,6,66
1307,66,7,66
1308,66,8,66
1309,66,9,66
1310,66,10,66
1311,66,11,66
1312,66,12,66
1313,66,13,66
1314,66,14,66
1315,66,15,66
1316,66,16,66
1317,66,17,66
1318,66,18,66
1319,66,21,66
1320,66,22,66
1321,67,1,41
1322,67,2,41
1323,67,3,41
1324,67,4,67
1325,67,5,67
1326,67,6,67
1327,67,7,67
1328,67,8,67
1329,67,9,67
1330,67,10,67
1331,67,11,67
1332,67,12,67
1333,67,13,67
1334,67,14,67
1335,67,15,67
1336,67,16,67
1337,67,17,67
1338,67,18,67
1339,67,21,67
1340,67,22,67
1341,68,1,126
1342,68,2,126
1343,68,3,126
1344,68,4,68
1345,68,5,68
1346,68,6,68
1347,68,7,68
1348,68,8,68
1349,68,9,68
1350,68,10,68
1351,68,11,68
1352,68,12,68
1353,68,13,68
1354,68,14,68
1355,68,15,68
1356,68,16,68
1357,68,17,68
1358,68,18,68
1359,68,21,68
1360,68,22,68
1361,69,1,188
1362,69,2,188
1363,69,3,188
1364,69,4,69
1365,69,5,69
1366,69,6,69
1367,69,7,69
1368,69,8,69
1369,69,9,69
1370,69,10,69
1371,69,11,69
1372,69,12,69
1373,69,13,69
1374,69,14,69
1375,69,15,69
1376,69,16,69
1377,69,17,69
1378,69,18,69
1379,69,21,69
1380,69,22,69
1381,70,1,189
1382,70,2,189
1383,70,3,189
1384,70,4,70
1385,70,5,70
1386,70,6,70
1387,70,7,70
1388,70,8,70
1389,70,9,70
1390,70,10,70
1391,70,11,70
1392,70,12,70
1393,70,13,70
1394,70,14,70
1395,70,15,70
1396,70,16,70
1397,70,17,70
1398,70,18,70
1399,70,21,70
1400,70,22,70
1401,71,1,190
1402,71,2,190
1403,71,3,190
1404,71,4,71
1405,71,5,71
1406,71,6,71
1407,71,7,71
1408,71,8,71
1409,71,9,71
1410,71,10,71
1411,71,11,71
1412,71,12,71
1413,71,13,71
1414,71,14,71
1415,71,15,71
1416,71,16,71
1417,71,17,71
1418,71,18,71
1419,71,21,71
1420,71,22,71
1421,72,1,24
1422,72,2,24
1423,72,3,24
1424,72,4,72
1425,72,5,72
1426,72,6,72
1427,72,7,72
1428,72,8,72
1429,72,9,72
1430,72,10,72
1431,72,11,72
1432,72,12,72
1433,72,13,72
1434,72,14,72
1435,72,15,72
1436,72,16,72
1437,72,17,72
1438,72,18,72
1439,72,21,72
1440,72,22,72
1441,73,1,155
1442,73,2,155
1443,73,3,155
1444,73,4,73
1445,73,5,73
1446,73,6,73
1447,73,7,73
1448,73,8,73
1449,73,9,73
1450,73,10,73
1451,73,11,73
1452,73,12,73
1453,73,13,73
1454,73,14,73
1455,73,15,73
1456,73,16,73
1457,73,17,73
1458,73,18,73
1459,73,21,73
1460,73,22,73
1461,74,1,169
1462,74,2,169
1463,74,3,169
1464,74,4,74
1465,74,5,74
1466,74,6,74
1467,74,7,74
1468,74,8,74
1469,74,9,74
1470,74,10,74
1471,74,11,74
1472,74,12,74
1473,74,13,74
1474,74,14,74
1475,74,15,74
1476,74,16,74
1477,74,17,74
1478,74,18,74
1479,74,21,74
1480,74,22,74
1481,75,1,39
1482,75,2,39
1483,75,3,39
1484,75,4,75
1485,75,5,75
1486,75,6,75
1487,75,7,75
1488,75,8,75
1489,75,9,75
1490,75,10,75
1491,75,11,75
1492,75,12,75
1493,75,13,75
1494,75,14,75
1495,75,15,75
1496,75,16,75
1497,75,17,75
1498,75,18,75
1499,75,21,75
1500,75,22,75
1501,76,1,49
1502,76,2,49
1503,76,3,49
1504,76,4,76
1505,76,5,76
1506,76,6,76
1507,76,7,76
1508,76,8,76
1509,76,9,76
1510,76,10,76
1511,76,11,76
1512,76,12,76
1513,76,13,76
1514,76,14,76
1515,76,15,76
1516,76,16,76
1517,76,17,76
1518,76,18,76
1519,76,21,76
1520,76,22,76
1521,77,1,163
1522,77,2,163
1523,77,3,163
1524,77,4,77
1525,77,5,77
1526,77,6,77
1527,77,7,77
1528,77,8,77
1529,77,9,77
1530,77,10,77
1531,77,11,77
1532,77,12,77
1533,77,13,77
1534,77,14,77
1535,77,15,77
1536,77,16,77
1537,77,17,77
1538,77,18,77
1539,77,21,77
1540,77,22,77
1541,78,1,164
1542,78,2,164
1543,78,3,164
1544,78,4,78
1545,78,5,78
1546,78,6,78
1547,78,7,78
1548,78,8,78
1549,78,9,78
1550,78,10,78
1551,78,11,78
1552,78,12,78
1553,78,13,78
1554,78,14,78
1555,78,15,78
1556,78,16,78
1557,78,17,78
1558,78,18,78
1559,78,21,78
1560,78,22,78
1561,79,1,37
1562,79,2,37
1563,79,3,37
1564,79,4,79
1565,79,5,79
1566,79,6,79
1567,79,7,79
1568,79,8,79
1569,79,9,79
1570,79,10,79
1571,79,11,79
1572,79,12,79
1573,79,13,79
1574,79,14,79
1575,79,15,79
1576,79,16,79
1577,79,17,79
1578,79,18,79
1579,79,21,79
1580,79,22,79
1581,80,1,8
1582,80,2,8
1583,80,3,8
1584,80,4,80
1585,80,5,80
1586,80,6,80
1587,80,7,80
1588,80,8,80
1589,80,9,80
1590,80,10,80
1591,80,11,80
1592,80,12,80
1593,80,13,80
1594,80,14,80
1595,80,15,80
1596,80,16,80
1597,80,17,80
1598,80,18,80
1599,80,21,80
1600,80,22,80
1601,81,1,173
1602,81,2,173
1603,81,3,173
1604,81,4,81
1605,81,5,81
1606,81,6,81
1607,81,7,81
1608,81,8,81
1609,81,9,81
1610,81,10,81
1611,81,11,81
1612,81,12,81
1613,81,13,81
1614,81,14,81
1615,81,15,81
1616,81,16,81
1617,81,17,81
1618,81,18,81
1619,81,21,81
1620,81,22,81
1621,82,1,54
1622,82,2,54
1623,82,3,54
1624,82,4,82
1625,82,5,82
1626,82,6,82
1627,82,7,82
1628,82,8,82
1629,82,9,82
1630,82,10,82
1631,82,11,82
1632,82,12,82
1633,82,13,82
1634,82,14,82
1635,82,15,82
1636,82,16,82
1637,82,17,82
1638,82,18,82
1639,82,21,82
1640,82,22,82
1641,83,1,64
1642,83,2,64
1643,83,3,64
1644,83,4,83
1645,83,5,83
1646,83,6,83
1647,83,7,83
1648,83,8,83
1649,83,9,83
1650,83,10,83
1651,83,11,83
1652,83,12,83
1653,83,13,83
1654,83,14,83
1655,83,15,83
1656,83,16,83
1657,83,17,83
1658,83,18,83
1659,83,21,83
1660,83,22,83
1661,84,1,70
1662,84,2,70
