id,pokemon_id,version_id,item_id,rarity
800,105,9,235,5
801,105,10,235,5
802,105,11,235,5
803,105,12,235,5
804,105,13,235,5
805,105,14,235,5
806,105,15,235,5
807,105,16,235,5
808,105,17,235,5
809,105,18,235,5
810,105,21,235,5
811,105,22,235,5
812,105,23,235,5
813,105,24,235,5
814,108,12,256,5
815,108,13,256,5
816,108,14,256,5
817,108,15,256,5
818,108,16,256,5
819,108,17,256,5
820,108,18,256,5
821,108,21,256,5
822,108,22,256,5
823,108,23,256,5
824,108,24,256,5
825,109,7,205,5
826,109,8,205,5
827,109,9,205,5
828,109,12,205,5
829,109,13,205,5
830,109,14,205,5
831,109,15,205,5
832,109,16,205,5
833,109,17,205,5
834,109,18,205,5
835,109,21,205,5
836,109,22,205,5
837,109,23,205,5
838,109,24,205,5
839,110,7,205,5
840,110,8,205,5
841,110,9,205,5
842,110,12,205,5
843,110,13,205,5
844,110,14,205,5
845,110,15,205,5
846,110,16,205,5
847,110,17,205,5
848,110,18,205,5
849,110,21,205,5
850,110,22,205,5
851,110,23,205,5
852,110,24,205,5
853,113,7,208,5
854,113,8,208,5
855,113,9,208,5
856,113,10,208,5
857,113,11,208,5
858,113,12,110,50
859,113,12,208,5
860,113,13,110,50
861,113,13,208,5
862,113,14,110,50
863,113,14,208,5
864,113,15,110,50
865,113,15,208,5
866,113,16,110,50
867,113,16,208,5
868,113,17,208,5
869,113,17,233,50
870,113,18,208,5
871,113,18,233,50
872,113,21,208,5
873,113,21,233,50
874,113,22,208,5
875,113,22,233,50
876,113,23,208,5
877,113,23,233,50
878,113,24,208,5
879,113,24,233,50
880,116,7,212,5
881,116,8,212,5
882,116,9,212,5
883,116,12,212,5
884,116,13,212,5
885,116,14,212,5
886,116,15,212,5
887,116,16,212,5
888,116,17,212,5
889,116,18,212,5
890,116,21,212,5
891,116,22,212,5
892,116,23,212,5
893,116,24,212,5
894,117,7,212,5
895,117,8,212,5
896,117,9,212,5
897,117,12,212,5
898,117,13,212,5
899,117,14,212,5
900,117,15,212,5
901,117,16,212,5
902,117,17,212,5
903,117,18,212,5
904,117,21,212,5
905,117,22,212,5
906,117,23,212,5
907,117,24,212,5
908,120,7,90,50
909,120,7,91,5
910,120,8,90,50
911,120,8,91,5
912,120,9,90,50
913,120,9,91,5
914,120,10,90,50
915,120,10,91,5
916,120,11,90,50
917,120,11,91,5
918,120,12,90,50
919,120,12,91,5
920,120,13,90,50
921,120,13,91,5
922,120,14,90,50
923,120,14,91,5
924,120,15,90,50
925,120,15,91,5
926,120,16,90,50
927,120,16,91,5
928,120,17,90,50
929,120,17,91,5
930,120,18,90,50
931,120,18,91,5
932,120,21,90,50
933,120,21,91,5
934,120,22,90,50
935,120,22,91,5
936,120,23,90,50
937,120,23,91,5
938,120,24,90,50
939,120,24,91,5
940,121,7,90,50
941,121,7,91,5
942,121,8,90,50
943,121,8,91,5
944,121,9,90,50
945,121,9,91,5
946,121,10,90,50
947,121,10,91,5
948,121,11,90,50
949,121,11,91,5
950,121,12,90,50
951,121,12,91,5
952,121,13,90,50
953,121,13,91,5
954,121,14,90,50
955,121,14,91,5
956,121,15,90,50
957,121,15,91,5
958,121,16,90,50
959,121,16,91,5
960,121,17,90,50
961,121,17,91,5
962,121,18,90,50
963,121,18,91,5
964,121,21,90,50
965,121,21,91,5
966,121,22,90,50
967,121,22,91,5
968,121,23,90,50
969,121,23,91,5
970,121,24,90,50
971,121,24,91,5
972,122,7,131,5
973,122,8,131,5
974,122,9,131,5
975,122,12,131,5
976,122,13,131,5
977,122,14,131,5
978,122,15,131,5
979,122,16,131,5
980,122,17,131,5
981,122,18,131,5
982,124,7,130,100
983,124,8,130,100
984,124,9,130,100
985,124,12,130,100
986,124,13,130,100
987,124,14,130,100
988,124,15,130,100
989,124,16,130,100
990,124,17,130,100
991,124,18,130,100
992,124,21,130,100
993,124,22,130,100
994,125,12,299,50
995,125,13,299,5
996,125,14,299,50
997,126,7,129,100
998,126,8,129,100
999,126,9,129,100
1000,126,12,300,5
1001,126,13,300,50
1002,126,14,300,50
1003,131,23,220,100
1004,131,24,220,100
1005,132,7,234,5
1006,132,8,234,5
1007,132,9,234,5
1008,132,10,234,5
1009,132,11,234,5
1010,132,12,234,5
1011,132,12,251,50
1012,132,13,234,5
1013,132,13,251,50
1014,132,14,234,5
1015,132,14,251,50
1016,132,15,234,5
1017,132,15,251,50
1018,132,16,234,5
1019,132,16,251,50
1020,132,17,234,5
1021,132,17,251,50
1022,132,18,234,5
1023,132,18,251,50
1024,132,21,234,5
1025,132,21,251,50
1026,132,22,234,5
1027,132,22,251,50
1028,132,23,234,5
1029,132,23,251,50
1030,132,24,234,5
1031,132,24,251,50
1032,143,7,211,100
1033,143,8,211,100
1034,143,9,211,100
1035,143,10,127,100
1036,143,11,127,100
1037,143,12,211,100
1038,143,13,211,100
1039,143,14,211,100
1040,143,15,211,100
1041,143,16,211,100
1042,143,17,211,100
1043,143,18,211,100
1044,143,21,211,100
1045,143,22,211,100
1046,143,23,211,100
1047,143,24,211,100
1048,147,7,212,5
1049,147,8,212,5
1050,147,9,212,5
1051,147,12,212,5
1052,147,13,212,5
1053,147,14,212,5
1054,147,15,212,5
1055,147,16,212,5
1056,147,17,212,5
1057,147,18,212,5
1058,147,21,212,5
1059,147,22,212,5
1060,147,23,212,5
1061,147,24,212,5
1062,148,7,212,5
1063,148,8,212,5
1064,148,9,212,5
1065,148,10,227,5
1066,148,11,227,5
1067,148,12,212,5
1068,148,13,212,5
1069,148,14,212,5
1070,148,15,212,5
1071,148,16,212,5
1072,148,17,212,5
1073,148,18,212,5
1074,148,21,212,5
1075,148,22,212,5
1076,148,23,212,5
1077,148,24,212,5
1078,149,7,212,5
1079,149,8,212,5
1080,149,9,212,5
1081,149,10,227,5
1082,149,11,227,5
1083,149,12,212,5
1084,149,13,212,5
1085,149,14,212,5
1086,149,15,212,5
1087,149,16,212,5
1088,149,17,212,5
1089,149,18,212,5
1090,149,21,212,5
1091,149,22,212,5
1092,149,23,212,5
1093,149,24,212,5
1094,151,7,134,100
1095,151,8,134,100
1096,151,9,134,100
1097,151,12,134,100
1098,151,13,134,100
1099,151,14,134,100
1100,151,15,134,100
1101,151,16,134,100
1102,151,17,134,100
1103,151,18,134,100
1104,151,21,134,100
1105,151,22,134,100
1106,151,23,134,100
1107,151,24,134,100
1108,152,10,134,100
1109,152,11,134,100
1110,161,7,132,5
1111,161,8,132,5
1112,161,9,132,5
1113,161,10,132,5
1114,161,11,132,5
1115,161,12,132,5
1116,161,13,132,5
1117,161,14,132,5
1118,161,15,132,5
1119,161,16,132,5
1120,161,17,132,5
1121,161,18,132,5
1122,161,21,132,5
1123,161,22,132,5
1124,162,7,132,50
1125,162,7,135,5
1126,162,8,132,50
1127,162,8,135,5
1128,162,9,132,50
1129,162,9,135,5
1130,162,10,132,50
1131,162,10,135,5
1132,162,11,132,50
1133,162,11,135,5
1134,162,12,132,50
1135,162,12,135,5
1136,162,13,132,50
1137,162,13,135,5
1138,162,14,132,50
1139,162,14,135,5
1140,162,15,132,50
1141,162,15,135,5
1142,162,16,132,50
1143,162,16,135,5
1144,162,17,132,50
1145,162,17,135,5
1146,162,18,132,50
1147,162,18,135,5
1148,162,21,132,50
1149,162,21,135,5
1150,162,22,132,50
1151,162,22,135,5
1152,170,7,74,5
1153,170,8,74,5
1154,170,9,74,5
1155,170,10,74,5
1156,170,11,74,5
1157,170,12,204,5
1158,170,13,204,5
1159,170,14,204,5
1160,170,15,204,5
1161,170,16,204,5
1162,170,17,204,5
1163,170,18,204,5
1164,170,21,204,5
1165,170,22,204,5
1166,170,23,204,5
1167,170,24,204,5
1168,171,7,74,5
1169,171,8,74,5
1170,171,9,74,5
1171,171,10,74,5
1172,171,11,74,5
1173,171,12,204,5
1174,171,13,204,5
1175,171,14,204,5
1176,171,15,204,5
1177,171,16,204,5
1178,171,17,204,5
1179,171,18,204,5
1180,171,21,204,5
1181,171,22,204,5
1182,171,23,204,5
1183,171,24,204,5
1184,172,7,132,5
1185,172,8,132,5
1186,172,9,132,5
1187,172,12,132,5
1188,172,13,132,5
1189,172,14,132,5
1190,172,15,132,5
1191,172,16,132,5
1192,172,17,132,50
1193,172,18,132,50
1194,173,7,81,5
1195,173,7,131,50
1196,173,8,81,5
1197,173,8,131,50
1198,173,9,81,5
1199,173,9,131,50
1200,173,10,81,5
1201,173,11,81,5
1202,173,12,81,5
1203,173,12,131,50
1204,173,13,81,5
1205,173,13,131,50
1206,173,14,81,5
1207,173,14,131,50
1208,173,15,81,5
1209,173,15,131,50
1210,173,16,81,5
1211,173,16,131,50
1212,173,17,81,5
1213,173,17,131,50
1214,173,17,624,1
1215,173,18,81,5
1216,173,18,131,50
1217,173,18,624,1
1218,173,21,81,5
1219,173,21,131,50
1220,173,21,624,1
1221,173,22,81,5
1222,173,22,131,50
1223,173,22,624,1
1224,173,23,81,5
1225,173,24,81,5
1226,174,10,132,50
1227,174,11,132,50
1228,186,7,198,5
1229,186,8,198,5
1230,186,9,198,5
1231,186,10,198,5
1232,186,11,198,5
1233,186,12,198,5
1234,186,13,198,5
1235,186,14,198,5
1236,186,15,198,5
1237,186,16,198,5
1238,186,17,198,5
1239,186,18,198,5
1240,186,21,198,5
1241,186,22,198,5
1242,186,23,198,5
1243,186,24,198,5
1244,191,12,169,5
1245,191,13,169,5
1246,191,14,169,5
1247,191,15,169,5
1248,191,16,169,5
1249,191,17,169,5
1250,191,18,169,5
1251,193,12,242,5
1252,193,13,242,5
1253,193,14,242,5
1254,193,15,242,5
1255,193,16,242,5
1256,193,17,242,5
1257,193,18,242,5
1258,193,21,242,5
1259,193,22,242,5
1260,193,23,242,5
1261,193,24,242,5
1262,199,7,198,5
1263,199,8,198,5
1264,199,9,198,5
1265,199,10,198,5
1266,199,11,198,5
1267,199,12,198,5
1268,199,13,198,5
1269,199,14,198,5
1270,199,15,198,5
1271,199,16,198,5
1272,199,17,198,5
1273,199,18,198,5
1274,199,21,198,5
1275,199,22,198,5
1276,199,23,198,5
1277,199,24,198,5
1278,200,7,224,5
1279,200,8,224,5
1280,200,9,224,5
1281,200,10,224,5
1282,200,11,224,5
1283,203,7,133,5
1284,203,8,133,5
1285,203,9,133,5
1286,203,10,133,5
1287,203,11,133,5
1288,203,12,133,5
1289,203,13,133,5
1290,203,14,133,5
1291,203,15,133,5
1292,203,16,133,5
1293,203,17,133,5
1294,203,18,133,5
1295,203,21,133,5
1296,203,22,133,5
1297,208,7,210,5
1298,208,8,210,5
1299,208,9,210,5
1300,208,10,210,5
1301,208,11,210,5
1302,208,12,210,5
1303,208,13,210,5
1304,208,14,210,5
1305,208,15,210,5
1306,208,16,210,5
1307,208,17,210,5
1308,208,18,210,5
1309,208,21,210,5
1310,208,22,210,5
1311,208,23,210,5
1312,208,24,210,5
1313,211,12,222,5
1314,211,13,222,5
1315,211,14,222,5
1316,211,15,222,5
1317,211,16,222,5
1318,211,17,222,5
1319,211,18,222,5
1320,211,21,222,5
1321,211,22,222,5
1322,211,23,222,5
1323,211,24,222,5
1324,213,7,132,100
1325,213,8,132,100
1326,213,9,132,100
1327,213,10,43,100
1328,213,11,43,100
1329,213,12,132,100
1330,213,13,132,100
1331,213,14,132,100
1332,213,15,43,100
1333,213,16,43,100
1334,213,17,43,100
1335,213,18,43,100
1336,213,21,43,100
1337,213,22,43,100
1338,213,23,43,100
1339,213,24,43,100
1340,215,7,194,5
1341,215,8,194,5
1342,215,9,194,5
1343,215,12,194,5
1344,215,12,263,50
1345,215,13,194,5
1346,215,13,263,50
1347,215,14,194,5
1348,215,14,263,50
1349,215,15,194,5
1350,215,15,263,50
1351,215,16,194,5
1352,215,16,263,50
1353,215,17,194,5
1354,215,17,263,50
1355,215,18,194,5
1356,215,18,263,50
1357,215,21,194,5
1358,215,21,263,50
1359,215,22,194,5
