id,machine_number,version_group_id,item_id,move_id
278,18,6,322,240
279,18,7,322,240
280,18,8,322,240
281,18,9,322,240
282,18,10,322,240
283,18,11,322,240
284,18,12,322,240
285,18,13,322,240
286,18,14,322,240
287,18,15,322,240
288,18,16,322,240
289,19,1,323,69
290,19,2,323,69
291,19,3,323,202
292,19,4,323,202
293,19,5,323,202
294,19,6,323,202
295,19,7,323,202
296,19,8,323,202
297,19,9,323,202
298,19,10,323,202
299,19,11,323,477
300,19,12,323,202
301,19,13,323,202
302,19,14,323,477
303,19,15,323,355
304,19,16,323,355
305,20,1,324,99
306,20,2,324,99
307,20,3,324,203
308,20,4,324,203
309,20,5,324,219
310,20,6,324,219
311,20,7,324,219
312,20,8,324,219
313,20,9,324,219
314,20,10,324,219
315,20,11,324,219
316,20,12,324,219
317,20,13,324,219
318,20,14,324,219
319,20,15,324,219
320,20,16,324,219
321,21,1,325,72
322,21,2,325,72
323,21,3,325,218
324,21,4,325,218
325,21,5,325,218
326,21,6,325,218
327,21,7,325,218
328,21,8,325,218
329,21,9,325,218
330,21,10,325,218
331,21,11,325,218
332,21,12,325,218
333,21,13,325,218
334,21,14,325,218
335,21,15,325,218
336,21,16,325,218
337,22,1,326,76
338,22,2,326,76
339,22,3,326,76
340,22,4,326,76
341,22,5,326,76
342,22,6,326,76
343,22,7,326,76
344,22,8,326,76
345,22,9,326,76
346,22,10,326,76
347,22,11,326,76
348,22,12,326,76
349,22,13,326,76
350,22,14,326,76
351,22,15,326,76
352,22,16,326,76
353,23,1,327,82
354,23,2,327,82
355,23,3,327,231
356,23,4,327,231
357,23,5,327,231
358,23,6,327,231
359,23,7,327,231
360,23,8,327,231
361,23,9,327,231
362,23,10,327,231
363,23,11,327,479
364,23,12,327,231
365,23,13,327,231
366,23,14,327,479
367,23,15,327,479
368,23,16,327,479
369,24,1,328,85
370,24,2,328,85
371,24,3,328,225
372,24,4,328,225
373,24,5,328,85
374,24,6,328,85
375,24,7,328,85
376,24,8,328,85
377,24,9,328,85
378,24,10,328,85
379,24,11,328,85
380,24,12,328,85
381,24,13,328,85
382,24,14,328,85
383,24,15,328,85
384,24,16,328,85
385,25,1,329,87
386,25,2,329,87
387,25,3,329,87
388,25,4,329,87
389,25,5,329,87
390,25,6,329,87
391,25,7,329,87
392,25,8,329,87
393,25,9,329,87
394,25,10,329,87
395,25,11,329,87
396,25,12,329,87
397,25,13,329,87
398,25,14,329,87
399,25,15,329,87
400,25,16,329,87
401,26,1,330,89
402,26,2,330,89
403,26,3,330,89
404,26,4,330,89
405,26,5,330,89
406,26,6,330,89
407,26,7,330,89
408,26,8,330,89
409,26,9,330,89
410,26,10,330,89
411,26,11,330,89
412,26,12,330,89
413,26,13,330,89
414,26,14,330,89
415,26,15,330,89
416,26,16,330,89
417,27,1,331,90
418,27,2,331,90
419,27,3,331,216
420,27,4,331,216
421,27,5,331,216
422,27,6,331,216
423,27,7,331,216
424,27,8,331,216
425,27,9,331,216
426,27,10,331,216
427,27,11,331,216
428,27,12,331,216
429,27,13,331,216
430,27,14,331,216
431,27,15,331,216
432,27,16,331,216
433,28,1,332,91
434,28,2,332,91
435,28,3,332,91
436,28,4,332,91
437,28,5,332,91
438,28,6,332,91
439,28,7,332,91
440,28,8,332,91
441,28,9,332,91
442,28,10,332,91
443,28,11,332,91
444,28,12,332,91
445,28,13,332,91
446,28,14,332,91
447,28,15,332,91
448,28,16,332,91
449,29,1,333,94
450,29,2,333,94
451,29,3,333,94
452,29,4,333,94
453,29,5,333,94
454,29,6,333,94
455,29,7,333,94
456,29,8,333,94
457,29,9,333,94
458,29,10,333,94
459,29,11,333,94
460,29,12,333,94
461,29,13,333,94
462,29,14,333,94
463,29,15,333,94
464,29,16,333,94
465,30,1,334,100
466,30,2,334,100
467,30,3,334,247
468,30,4,334,247
469,30,5,334,247
470,30,6,334,247
471,30,7,334,247
472,30,8,334,247
473,30,9,334,247
474,30,10,334,247
475,30,11,334,247
476,30,12,334,247
477,30,13,334,247
478,30,14,334,247
479,30,15,334,247
480,30,16,334,247
481,31,1,335,102
482,31,2,335,102
483,31,3,335,189
484,31,4,335,189
485,31,5,335,280
486,31,6,335,280
487,31,7,335,280
488,31,8,335,280
489,31,9,335,280
490,31,10,335,280
491,31,11,335,280
492,31,12,335,280
493,31,13,335,280
494,31,14,335,280
495,31,15,335,280
496,31,16,335,280
497,32,1,336,104
498,32,2,336,104
499,32,3,336,104
500,32,4,336,104
501,32,5,336,104
502,32,6,336,104
503,32,7,336,104
504,32,8,336,104
505,32,9,336,104
506,32,10,336,104
507,32,11,336,104
508,32,12,336,104
509,32,13,336,104
510,32,14,336,104
511,32,15,336,104
512,32,16,336,104
513,33,1,337,115
514,33,2,337,115
515,33,3,337,8
516,33,4,337,8
517,33,5,337,115
518,33,6,337,115
519,33,7,337,115
520,33,8,337,115
521,33,9,337,115
522,33,10,337,115
523,33,11,337,115
524,33,12,337,115
525,33,13,337,115
526,33,14,337,115
527,33,15,337,115
528,33,16,337,115
529,34,1,338,117
530,34,2,338,117
531,34,3,338,207
532,34,4,338,207
533,34,5,338,351
534,34,6,338,351
535,34,7,338,351
536,34,8,338,351
537,34,9,338,351
538,34,10,338,351
539,34,11,338,482
540,34,12,338,351
541,34,13,338,351
542,34,14,338,482
543,34,15,338,482
544,34,16,338,482
545,35,1,339,118
546,35,2,339,118
547,35,3,339,214
548,35,4,339,214
549,35,5,339,53
550,35,6,339,53
551,35,7,339,53
552,35,8,339,53
553,35,9,339,53
554,35,10,339,53
555,35,11,339,53
556,35,12,339,53
557,35,13,339,53
558,35,14,339,53
559,35,15,339,53
560,35,16,339,53
561,36,1,340,120
562,36,2,340,120
563,36,3,340,188
564,36,4,340,188
565,36,5,340,188
566,36,6,340,188
567,36,7,340,188
568,36,8,340,188
569,36,9,340,188
570,36,10,340,188
571,36,11,340,188
572,36,12,340,188
573,36,13,340,188
574,36,14,340,188
575,36,15,340,188
576,36,16,340,188
577,37,1,341,121
578,37,2,341,121
579,37,3,341,201
580,37,4,341,201
581,37,5,341,201
582,37,6,341,201
583,37,7,341,201
584,37,8,341,201
585,37,9,341,201
586,37,10,341,201
587,37,11,341,201
588,37,12,341,201
589,37,13,341,201
590,37,14,341,201
591,37,15,341,201
592,37,16,341,201
593,38,1,342,126
594,38,2,342,126
595,38,3,342,126
596,38,4,342,126
597,38,5,342,126
598,38,6,342,126
599,38,7,342,126
600,38,8,342,126
601,38,9,342,126
602,38,10,342,126
603,38,11,342,126
604,38,12,342,126
605,38,13,342,126
606,38,14,342,126
607,38,15,342,126
608,38,16,342,126
609,39,1,343,129
610,39,2,343,129
611,39,3,343,129
612,39,4,343,129
613,39,5,343,317
614,39,6,343,317
615,39,7,343,317
616,39,8,343,317
617,39,9,343,317
618,39,10,343,317
619,39,11,343,317
620,39,12,343,317
621,39,13,343,317
622,39,14,343,317
623,39,15,343,317
624,39,16,343,317
625,40,1,344,130
626,40,2,344,130
627,40,3,344,111
628,40,4,344,111
629,40,5,344,332
630,40,6,344,332
631,40,7,344,332
632,40,8,344,332
633,40,9,344,332
634,40,10,344,332
635,40,11,344,332
636,40,12,344,332
637,40,13,344,332
638,40,14,344,332
639,40,15,344,332
640,40,16,344,332
641,41,1,345,135
642,41,2,345,135
643,41,3,345,9
644,41,4,345,9
645,41,5,345,259
646,41,6,345,259
647,41,7,345,259
648,41,8,345,259
649,41,9,345,259
650,41,10,345,259
651,41,11,345,259
652,41,12,345,259
653,41,13,345,259
654,41,14,345,259
655,41,15,345,259
656,41,16,345,259
657,42,1,346,138
658,42,2,346,138
659,42,3,346,138
660,42,4,346,138
661,42,5,346,263
662,42,6,346,263
663,42,7,346,263
664,42,8,346,263
665,42,9,346,263
666,42,10,346,263
667,42,11,346,263
668,42,12,346,263
669,42,13,346,263
670,42,14,346,263
671,42,15,346,263
672,42,16,346,263
673,43,1,347,143
674,43,2,347,143
675,43,3,347,197
676,43,4,347,197
677,43,5,347,290
678,43,6,347,290
679,43,7,347,290
680,43,8,347,290
681,43,9,347,290
682,43,10,347,290
683,43,11,347,488
684,43,12,347,290
685,43,13,347,290
686,43,14,347,488
687,43,15,347,488
688,43,16,347,488
689,44,1,348,156
690,44,2,348,156
691,44,3,348,156
692,44,4,348,156
693,44,5,348,156
694,44,6,348,156
695,44,7,348,156
696,44,8,348,156
697,44,9,348,156
698,44,10,348,156
699,44,11,348,156
700,44,12,348,156
701,44,13,348,156
702,44,14,348,156
703,44,15,348,156
704,44,16,348,156
705,45,1,349,86
706,45,2,349,86
707,45,3,349,213
708,45,4,349,213
709,45,5,349,213
710,45,6,349,213
711,45,7,349,213
712,45,8,349,213
713,45,9,349,213
714,45,10,349,213
715,45,11,349,213
716,45,12,349,213
717,45,13,349,213
718,45,14,349,213
719,45,15,349,213
720,45,16,349,213
721,46,1,350,149
722,46,2,350,149
723,46,3,350,168
724,46,4,350,168
725,46,5,350,168
726,46,6,350,168
727,46,7,350,168
728,46,8,350,168
729,46,9,350,168
730,46,10,350,168
731,46,11,350,168
732,46,12,350,168
733,46,13,350,168
734,46,14,350,168
735,46,15,350,168
736,46,16,350,168
737,47,1,351,153
738,47,2,351,153
739,47,3,351,211
740,47,4,351,211
741,47,5,351,211
742,47,6,351,211
743,47,7,351,211
744,47,8,351,211
745,47,9,351,211
746,47,10,351,211
747,47,11,351,490
748,47,12,351,211
749,47,13,351,211
750,47,14,351,490
751,47,15,351,490
752,47,16,351,490
753,48,1,352,157
754,48,2,352,157
755,48,3,352,7
756,48,4,352,7
757,48,5,352,285
758,48,6,352,285
759,48,7,352,285
760,48,8,352,285
761,48,9,352,285
762,48,10,352,285
763,48,11,352,496
764,48,12,352,285
765,48,13,352,285
766,48,14,352,496
767,48,15,352,496
768,48,16,352,496
769,49,1,353,161
770,49,2,353,161
771,49,3,353,210
772,49,4,353,210
773,49,5,353,289
774,49,6,353,289
775,49,7,353,289
776,49,8,353,289
777,49,9,353,289
778,49,10,353,289
779,49,11,353,497
780,49,12,353,289
781,49,13,353,289
782,49,14,353,497
783,49,15,353,497
784,49,16,353,497
785,50,1,354,164
786,50,2,354,164
787,50,3,354,171
788,50,4,354,171
789,50,5,354,315
790,50,6,354,315
791,50,7,354,315
792,50,8,354,315
793,50,9,354,315
794,50,10,354,315
795,50,11,354,315
796,50,12,354,315
797,50,13,354,315
798,50,14,354,315
799,50,15,354,315
800,50,16,354,315
801,51,8,355,355
802,51,9,355,355
803,51,10,355,355
804,51,11,355,502
805,51,14,355,502
806,51,15,355,211
807,51,16,355,211
808,52,8,356,411
809,52,9,356,411
810,52,10,356,411
811,52,11,356,411
812,52,14,356,411
813,52,15,356,411
814,52,16,356,411
815,53,8,357,412
816,53,9,357,412
817,53,10,357,412
818,53,11,357,412
819,53,14,357,412
820,53,15,357,412
821,53,16,357,412
822,54,8,358,206
823,54,9,358,206
824,54,10,358,206
825,54,11,358,206
826,54,14,358,206
827,54,15,358,206
828,54,16,358,206
829,55,8,359,362
830,55,9,359,362
831,55,10,359,362
832,55,11,359,503
833,55,14,359,503
834,55,15,359,503
835,55,16,359,503
836,56,8,360,374
837,56,9,360,374
838,56,10,360,374
839,56,11,360,374
840,56,14,360,374
841,56,15,360,374
842,56,16,360,374
843,57,8,361,451
844,57,9,361,451
845,57,10,361,451
846,57,11,361,451
847,57,14,361,451
848,57,15,361,451
849,57,16,361,451
850,58,8,362,203
851,58,9,362,203
852,58,10,362,203
853,58,11,362,507
854,58,14,362,507
855,58,15,362,507
856,58,16,362,507
857,59,8,363,406
858,59,9,363,406
859,59,10,363,406
860,59,11,363,510
861,59,14,363,510
862,59,15,363,510
863,59,16,363,510
864,60,8,364,409
865,60,9,364,409
866,60,10,364,409
867,60,11,364,511
868,60,14,364,511
869,60,15,364,511
870,60,16,364,511
871,61,8,365,261
872,61,9,365,261
873,61,10,365,261
874,61,11,365,261
875,61,14,365,261
876,61,15,365,261
877,61,16,365,261
878,62,8,366,318
879,62,9,366,318
880,62,10,366,318
881,62,11,366,512
882,62,14,366,512
883,62,15,366,512
884,62,16,366,512
885,63,8,367,373
886,63,9,367,373
887,63,10,367,373
888,63,11,367,373
889,63,14,367,373
890,63,15,367,373
891,63,16,367,373
892,64,8,368,153
893,64,9,368,153
894,64,10,368,153
895,64,11,368,153
896,64,14,368,153
897,64,15,368,153
898,64,16,368,153
899,65,8,369,421
900,65,9,369,421
901,65,10,369,421
902,65,11,369,421
903,65,14,369,421
904,65,15,369,421
905,65,16,369,421
906,66,8,370,371
907,66,9,370,371
908,66,10,370,371
909,66,11,370,371
910,66,14,370,371
911,66,15,370,371
912,66,16,370,371
913,67,8,371,278
914,67,9,371,278
915,67,10,371,278
916,67,11,371,514
917,67,14,371,514
918,67,15,371,514
919,67,16,371,514
920,68,8,372,416
921,68,9,372,416
922,68,10,372,416
923,68,11,372,416
924,68,14,372,416
925,68,15,372,416
926,68,16,372,416
927,69,8,373,397
928,69,9,373,397
929,69,10,373,397
930,69,11,373,397
931,69,14,373,397
932,69,15,373,397
933,69,16,373,397
934,70,8,374,148
935,70,9,374,148
936,70,10,374,148
937,70,11,374,148
938,70,14,374,148
939,70,15,374,148
940,70,16,374,148
941,71,8,375,444
942,71,9,375,444
943,71,10,375,444
944,71,11,375,444
945,71,14,375,444
946,71,15,375,444
947,71,16,375,444
948,72,8,376,419
949,72,9,376,419
950,72,10,376,419
951,72,11,376,521
952,72,14,376,521
953,72,15,376,521
954,72,16,376,521
955,73,8,377,86
956,73,9,377,86
957,73,10,377,86
958,73,11,377,86
959,73,14,377,86
960,73,15,377,86
961,73,16,377,86
962,74,8,378,360
963,74,9,378,360
964,74,10,378,360
965,74,11,378,360
966,74,14,378,360
967,74,15,378,360
968,74,16,378,360
969,75,8,379,14
970,75,9,379,14
971,75,10,379,14
972,75,11,379,14
973,75,14,379,14
974,75,15,379,14
975,75,16,379,14
976,76,8,380,446
977,76,9,380,446
978,76,10,380,446
979,76,11,380,522
980,76,14,380,522
981,76,15,380,522
982,76,16,380,522
983,77,8,381,244
984,77,9,381,244
985,77,10,381,244
986,77,11,381,244
987,77,14,381,244
988,77,15,381,244
989,77,16,381,244
990,78,8,382,445
991,78,9,382,445
992,78,10,382,445
993,78,11,382,523
994,78,14,382,523
995,78,15,382,523
996,78,16,382,523
997,79,8,383,399
998,79,9,383,399
999,79,10,383,399
1000,79,11,383,524
1001,79,14,383,524
1002,79,15,383,524
1003,79,16,383,524
1004,80,8,384,157
1005,80,9,384,157
1006,80,10,384,157
1007,80,11,384,157
1008,80,14,384,157
1009,80,15,384,157
1010,80,16,384,157
1011,81,8,385,404
1012,81,9,385,404
1013,81,10,385,404
1014,81,11,385,404
1015,81,14,385,404
1016,81,15,385,404
1017,81,16,385,404
1018,82,8,386,214
1019,82,9,386,214
1020,82,10,386,214
1021,82,11,386,525
1022,82,14,386,525
1023,82,15,386,525
1024,82,16,386,525
1025,83,8,387,363
1026,83,9,387,363
1027,83,10,387,363
1028,83,11,387,526
1029,83,14,387,526
1030,83,15,387,611
1031,83,16,387,611
1032,84,8,388,398
1033,84,9,388,398
1034,84,10,388,398
1035,84,11,388,398
1036,84,14,388,398
1037,84,15,388,398
1038,84,16,388,398
1039,85,8,389,138
1040,85,9,389,138
1041,85,10,389,138
1042,85,11,389,138
1043,85,14,389,138
1044,85,15,389,138
1045,85,16,389,138
1046,86,8,390,447
1047,86,9,390,447
1048,86,10,390,447
1049,86,11,390,447
1050,86,14,390,447
1051,86,15,390,447
1052,86,16,390,447
1053,87,8,391,207
1054,87,9,391,207
1055,87,10,391,207
1056,87,11,391,207
1057,87,14,391,207
1058,87,15,391,207
1059,87,16,391,207
1060,88,8,392,365
1061,88,9,392,365
1062,88,10,392,365
1063,88,11,392,365
1064,88,14,392,365
1065,88,15,392,214
1066,88,16,392,214
1067,89,8,393,369
1068,89,9,393,369
1069,89,10,393,369
1070,89,11,393,369
1071,89,14,393,369
1072,89,15,393,369
1073,89,16,393,369
1074,90,8,394,164
1075,90,9,394,164
1076,90,10,394,164
1077,90,11,394,164
1078,90,14,394,164
1079,90,15,394,164
1080,90,16,394,164
1081,91,8,395,430
1082,91,9,395,430
1083,91,10,395,430
1084,91,11,395,430
1085,91,14,395,430
1086,91,15,395,430
1087,91,16,395,430
1088,92,8,396,433
1089,92,9,396,433
1090,92,10,396,433
1091,92,11,396,433
1092,92,14,396,433
1093,92,15,396,433
1094,92,16,396,433
1095,93,11,659,528
1096,93,14,659,528
1097,93,15,659,528
1098,93,16,397,528
1099,94,11,660,249
1100,94,14,660,249
1101,94,15,660,249
1102,94,16,398,290
1103,95,11,661,555
1104,95,14,661,555
1105,95,15,661,555
1106,95,16,399,555
1107,96,15,745,267
1108,96,16,400,267
1109,97,15,746,399
1110,97,16,401,399
1111,98,15,747,612
1112,98,16,402,612
1113,99,15,748,605
1114,99,16,403,605
1115,100,15,749,590
1116,100,16,404,590
1117,101,1,397,15
1118,101,2,397,15
1119,101,3,397,15
1120,101,4,397,15
1121,101,5,397,15
1122,101,6,397,15
1123,101,7,397,15
1124,101,8,397,15
1125,101,9,397,15
1126,101,10,397,15
1127,101,11,397,15
1128,101,12,397,15
1129,101,13,397,15
1130,101,14,397,15
1131,101,15,397,15
1132,101,16,397,15
1133,102,1,398,19
1134,102,2,398,19
1135,102,3,398,19
1136,102,4,398,19
1137,102,5,398,19
1138,102,6,398,19
1139,102,7,398,19
1140,102,8,398,19
1141,102,9,398,19
1142,102,10,398,19
1143,102,11,398,19
1144,102,12,398,19
1145,102,13,398,19
1146,102,14,398,19
1147,102,15,398,19
1148,102,16,398,19
1149,103,1,399,57
1150,103,2,399,57
1151,103,3,399,57
1152,103,4,399,57
1153,103,5,399,57
1154,103,6,399,57
1155,103,7,399,57
1156,103,8,399,57
1157,103,9,399,57
1158,103,10,399,57
1159,103,11,399,57
1160,103,12,399,57
1161,103,13,399,57
1162,103,14,399,57
1163,103,15,399,57
1164,103,16,399,57
1165,104,1,400,70
1166,104,2,400,70
1167,104,3,400,70
1168,104,4,400,70
1169,104,5,400,70
1170,104,6,400,70
1171,104,7,400,70
1172,104,8,400,70
1173,104,9,400,70
1174,104,10,400,70
1175,104,11,400,70
1176,104,12,400,70
1177,104,13,400,70
1178,104,14,400,70
1179,104,15,400,70
1180,104,16,400,70
1181,105,1,401,148
1182,105,2,401,148
1183,105,3,401,148
1184,105,4,401,148
1185,105,5,401,148
1186,105,6,401,148
1187,105,7,401,148
1188,105,8,401,432
1189,105,9,401,432
1190,105,10,401,250
1191,105,11,401,127
1192,105,12,401,148
1193,105,13,401,148
1194,105,14,401,127
1195,105,15,401,127
1196,105,16,401,127
1197,106,3,402,250
1198,106,4,402,250
1199,106,5,402,249
1200,106,6,402,249
1201,106,7,402,249
1202,106,8,402,249
1203,106,9,402,249
1204,106,10,402,249
1205,106,11,402,291
1206,106,12,402,249
1207,106,13,402,249
1208,106,14,402,291
1209,106,16,402,249
1210,107,3,403,127
1211,107,4,403,127
1212,107,5,403,127
1213,107,6,403,127
1214,107,7,403,127
1215,107,8,403,127
1216,107,9,403,127
1217,107,10,403,127
1218,107,12,403,127
1219,107,13,403,127
1220,107,16,403,291
1221,108,5,404,291
1222,108,6,404,291
1223,108,7,404,291
1224,108,8,404,431
1225,108,9,404,431
1226,108,10,404,431
1227,108,12,404,291
1228,108,13,404,291
