id,move_id,move_flag_id
939,375,4
940,375,7
941,376,1
942,376,4
943,376,7
944,377,4
945,377,5
946,377,7
947,378,1
948,378,4
949,378,7
950,379,6
951,380,4
952,380,5
953,380,7
954,381,6
955,382,4
956,382,14
957,384,4
958,384,7
959,384,14
960,385,4
961,385,7
962,385,14
963,386,1
964,386,4
965,386,7
966,387,1
967,387,4
968,387,7
969,388,4
970,388,5
971,388,7
972,389,1
973,389,4
974,389,7
975,390,5
976,390,20
977,391,4
978,391,7
979,391,14
980,392,6
981,393,6
982,393,10
983,394,1
984,394,4
985,394,7
986,394,11
987,395,1
988,395,4
989,395,7
990,396,4
991,396,7
992,396,12
993,396,17
994,396,18
995,397,6
996,398,1
997,398,4
998,398,7
999,399,4
1000,399,7
1001,399,12
1002,399,17
1003,400,1
1004,400,4
1005,400,7
1006,401,1
1007,401,4
1008,401,7
1009,402,4
1010,402,7
1011,402,18
1012,403,4
1013,403,7
1014,403,12
1015,404,1
1016,404,4
1017,404,7
1018,405,4
1019,405,7
1020,405,9
1021,405,14
1022,406,4
1023,406,7
1024,406,12
1025,406,17
1026,407,1
1027,407,4
1028,407,7
1029,408,4
1030,408,7
1031,409,1
1032,409,4
1033,409,7
1034,409,8
1035,409,13
1036,410,4
1037,410,7
1038,411,4
1039,411,7
1040,411,18
1041,412,4
1042,412,7
1043,412,18
1044,413,1
1045,413,4
1046,413,7
1047,413,12
1048,414,4
1049,414,7
1050,414,20
1051,415,4
1052,415,7
1053,416,1
1054,416,3
1055,416,4
1056,416,7
1057,417,6
1058,418,1
1059,418,4
1060,418,7
1061,418,8
1062,419,1
1063,419,4
1064,419,7
1065,420,4
1066,420,7
1067,421,1
1068,421,4
1069,421,7
1070,422,1
1071,422,4
1072,422,7
1073,422,16
1074,423,1
1075,423,4
1076,423,7
1077,423,16
1078,424,1
1079,424,4
1080,424,7
1081,424,16
1082,425,1
1083,425,4
1084,425,7
1085,426,4
1086,426,7
1087,426,18
1088,427,4
1089,427,7
1090,428,1
1091,428,4
1092,428,7
1093,429,4
1094,429,7
1095,430,4
1096,430,7
1097,431,1
1098,431,4
1099,431,7
1100,432,4
1101,432,5
1102,432,7
1103,432,14
1104,433,7
1105,434,4
1106,434,7
1107,435,4
1108,435,7
1109,436,4
1110,436,7
1111,437,4
1112,437,7
1113,438,1
1114,438,4
1115,438,7
1116,439,3
1117,439,4
1118,439,7
1119,440,1
1120,440,4
1121,440,7
1122,441,4
1123,441,7
1124,442,1
1125,442,4
1126,442,7
1127,443,4
1128,443,7
1129,443,18
1130,444,4
1131,444,7
1132,445,4
1133,445,5
1134,445,7
1135,446,5
1136,447,1
1137,447,4
1138,447,7
1139,447,20
1140,448,4
1141,448,7
1142,448,9
1143,448,12
1144,448,14
1145,449,4
1146,449,7
1147,450,1
1148,450,4
1149,450,7
1150,451,4
1151,451,7
1152,452,1
1153,452,4
1154,452,7
1155,453,1
1156,453,4
1157,453,7
1158,454,4
1159,454,7
1160,455,6
1161,456,6
1162,456,13
1163,457,1
1164,457,4
1165,457,7
1166,458,1
1167,458,4
1168,458,7
1169,459,3
1170,459,4
1171,459,7
1172,460,4
1173,460,7
1174,461,6
1175,461,13
1176,462,1
1177,462,4
1178,462,7
1179,463,4
1180,463,7
1181,464,4
1182,464,5
1183,464,7
1184,465,4
1185,465,7
1186,466,4
1187,466,7
1188,467,1
1189,467,2
1190,467,7
1191,468,6
1192,469,6
1193,470,4
1194,471,4
1195,472,7
1196,473,4
1197,473,7
1198,474,4
1199,474,7
1200,475,6
1201,476,15
1202,477,4
1203,477,5
1204,477,7
1205,477,10
1206,478,7
1207,479,4
1208,479,7
1209,479,20
1210,480,1
1211,480,4
1212,480,7
1213,481,4
1214,481,7
1215,482,4
1216,482,7
1217,483,6
1218,484,1
1219,484,4
1220,484,7
1221,484,20
1222,485,4
1223,485,7
1224,486,4
1225,486,7
1226,486,18
1227,487,4
1228,487,5
1229,487,7
1230,488,1
1231,488,4
1232,488,7
1233,489,6
1234,490,1
1235,490,4
1236,490,7
1237,491,4
1238,491,7
1239,491,18
1240,492,1
1241,492,4
1242,492,7
1243,493,4
1244,493,5
1245,493,7
1246,494,4
1247,494,5
1248,494,7
1249,495,14
1250,496,4
1251,496,7
1252,496,9
1253,496,14
1254,497,4
1255,497,7
1256,497,9
1257,497,14
1258,498,1
1259,498,4
1260,498,7
1261,499,4
1262,499,7
1263,500,4
1264,500,7
1265,501,6
1266,503,4
1267,503,7
1268,503,11
1269,504,6
1270,505,4
1271,505,5
1272,505,12
1273,505,13
1274,505,17
1275,506,4
1276,506,7
1277,507,1
1278,507,2
1279,507,4
1280,507,7
1281,507,10
1282,507,12
1283,508,6
1284,509,1
1285,509,4
1286,509,7
1287,510,4
1288,510,7
1289,511,4
1290,511,7
1291,512,1
1292,512,4
1293,512,7
1294,512,12
1295,513,4
1296,513,14
1297,514,1
1298,514,4
1299,514,7
1300,515,4
1301,516,7
1302,516,14
1303,517,4
1304,517,7
1305,518,4
1306,518,7
1307,518,20
1308,519,4
1309,519,7
1310,519,20
1311,520,4
1312,520,7
1313,520,20
1314,521,4
1315,521,7
1316,522,4
1317,522,7
1318,523,4
1319,523,7
1320,523,20
1321,524,4
1322,524,7
1323,525,1
1324,525,4
1325,525,7
1326,526,6
1327,527,4
1328,527,7
1329,528,1
1330,528,4
1331,528,7
1332,529,1
1333,529,4
1334,529,7
1335,530,1
1336,530,4
1337,530,7
1338,531,1
1339,531,4
1340,531,7
1341,532,1
1342,532,4
1343,532,7
1344,532,13
1345,533,1
1346,533,4
1347,533,7
1348,534,1
1349,534,4
1350,534,7
1351,535,1
1352,535,4
1353,535,7
1354,535,20
1355,536,4
1356,536,7
1357,537,1
1358,537,4
1359,537,7
1360,538,6
1361,539,4
1362,539,7
1363,540,4
1364,540,7
1365,541,1
1366,541,4
1367,541,7
1368,542,4
1369,542,7
1370,542,12
1371,543,1
1372,543,4
1373,543,7
1374,544,1
1375,544,4
1376,544,7
1377,545,4
1378,545,7
1379,546,4
1380,546,7
1381,547,4
1382,547,7
1383,547,9
1384,547,14
1385,548,4
1386,548,7
1387,549,4
1388,549,7
1389,550,1
1390,550,4
1391,550,7
1392,551,4
1393,551,7
1394,552,4
1395,552,7
1396,553,2
1397,553,4
1398,553,7
1399,554,2
1400,554,4
1401,554,7
1402,555,4
1403,555,7
1404,555,9
1405,555,14
1406,556,4
1407,556,7
1408,557,1
1409,557,4
1410,557,7
1411,558,4
1412,558,7
1413,558,11
1414,559,4
1415,559,7
1416,560,1
1417,560,4
1418,560,7
1419,560,10
1420,560,12
1421,560,20
1422,561,6
1423,561,20
1424,562,4
1425,563,12
1426,563,20
1427,564,5
1428,565,1
1429,565,4
1430,565,7
1431,566,1
1432,566,2
1433,566,7
1434,567,4
1435,567,5
1436,567,7
1437,568,4
1438,568,5
1439,568,7
1440,568,9
1441,568,14
1442,570,4
1443,570,7
1444,570,13
1445,571,4
1446,571,5
1447,571,7
1448,572,4
1449,572,7
1450,573,4
1451,573,7
1452,574,4
1453,574,7
1454,574,9
1455,574,14
1456,575,4
1457,575,5
1458,575,7
1459,575,9
1460,575,14
1461,576,4
1462,576,5
1463,576,7
1464,577,1
1465,577,4
1466,577,7
1467,577,13
1468,579,12
1469,580,20
1470,581,20
1471,582,4
1472,582,7
1473,583,1
1474,583,4
1475,583,7
1476,584,4
1477,584,7
1478,585,4
1479,585,7
1480,586,4
1481,586,7
1482,586,9
1483,586,14
1484,587,7
1485,587,14
1486,589,5
1487,589,7
1488,589,14
1489,590,5
1490,590,7
1491,590,9
1492,590,14
1493,591,4
1494,591,7
1495,592,4
1496,592,7
1497,592,11
1498,593,7
1499,593,14
1500,594,4
1501,594,7
1502,595,4
1503,595,7
1504,597,14
1505,598,4
1506,598,5
1507,598,7
1508,599,4
1509,599,5
1510,599,7
1511,600,4
1512,600,5
1513,600,7
1514,600,14
1515,600,15
1516,601,2
1517,601,20
1518,602,6
1519,602,12
1520,602,14
1521,604,20
1522,605,4
1523,605,7
1524,607,14
1525,608,4
1526,608,5
1527,608,7
1528,609,1
1529,609,4
1530,609,7
1531,610,1
1532,610,4
1533,610,7
1534,611,1
1535,611,4
1536,611,7
1537,612,1
1538,612,4
1539,612,7
1540,612,8
1541,613,4
1542,613,7
1543,613,12
1544,613,13
1545,614,4
1546,614,7
1547,614,20
1548,615,4
1549,615,7
1550,615,20
1551,616,4
1552,616,7
1553,616,20
1554,617,4
1555,617,7
1556,10001,1
1557,10001,4
1558,10002,4
1559,10003,1
1560,10003,4
1561,10003,7
1562,10004,4
1563,10005,1
1564,10005,4
1565,10005,7
1566,10006,4
1567,10006,7
1568,10007,1
1569,10007,4
1570,10007,7
1571,10008,4
1572,10008,7
1573,10009,4
1574,10009,7
1575,10010,4
1576,10011,4
1577,10012,4
1578,10012,7
1579,10013,3
1580,10013,4
1581,10014,4
1582,10014,7
1583,10015,4
1584,10015,7
1585,10016,4
1586,10016,7
1587,10016,9
1588,10017,4
1589,10018,4
