id,pokemon_id,ability_id,is_hidden,slot
147,59,154,1,3
148,60,11,0,1
149,60,6,0,2
150,60,33,1,3
151,61,11,0,1
152,61,6,0,2
153,61,33,1,3
154,62,11,0,1
155,62,6,0,2
156,62,33,1,3
157,63,28,0,1
158,63,39,0,2
159,63,98,1,3
160,64,28,0,1
161,64,39,0,2
162,64,98,1,3
163,65,28,0,1
164,65,39,0,2
165,65,98,1,3
166,66,62,0,1
167,66,99,0,2
168,66,80,1,3
169,67,62,0,1
170,67,99,0,2
171,67,80,1,3
172,68,62,0,1
173,68,99,0,2
174,68,80,1,3
175,69,34,0,1
176,69,82,1,3
177,70,34,0,1
178,70,82,1,3
179,71,34,0,1
180,71,82,1,3
181,72,29,0,1
182,72,64,0,2
183,72,44,1,3
184,73,29,0,1
185,73,64,0,2
186,73,44,1,3
187,74,69,0,1
188,74,5,0,2
189,74,8,1,3
190,75,69,0,1
191,75,5,0,2
192,75,8,1,3
193,76,69,0,1
194,76,5,0,2
195,76,8,1,3
196,77,50,0,1
197,77,18,0,2
198,77,49,1,3
199,78,50,0,1
200,78,18,0,2
201,78,49,1,3
202,79,12,0,1
203,79,20,0,2
204,79,144,1,3
205,80,12,0,1
206,80,20,0,2
207,80,144,1,3
208,81,42,0,1
209,81,5,0,2
210,81,148,1,3
211,82,42,0,1
212,82,5,0,2
213,82,148,1,3
214,83,51,0,1
215,83,39,0,2
216,83,128,1,3
217,84,50,0,1
218,84,48,0,2
219,84,77,1,3
220,85,50,0,1
221,85,48,0,2
222,85,77,1,3
223,86,47,0,1
224,86,93,0,2
225,86,115,1,3
226,87,47,0,1
227,87,93,0,2
228,87,115,1,3
229,88,1,0,1
230,88,60,0,2
231,88,143,1,3
232,89,1,0,1
233,89,60,0,2
234,89,143,1,3
235,90,75,0,1
236,90,92,0,2
237,90,142,1,3
238,91,75,0,1
239,91,92,0,2
240,91,142,1,3
241,92,26,0,1
242,93,26,0,1
243,94,26,0,1
244,95,69,0,1
245,95,5,0,2
246,95,133,1,3
247,96,15,0,1
248,96,108,0,2
249,96,39,1,3
250,97,15,0,1
251,97,108,0,2
252,97,39,1,3
253,98,52,0,1
254,98,75,0,2
255,98,125,1,3
256,99,52,0,1
257,99,75,0,2
258,99,125,1,3
259,100,43,0,1
260,100,9,0,2
261,100,106,1,3
262,101,43,0,1
263,101,9,0,2
264,101,106,1,3
265,102,34,0,1
266,102,139,1,3
267,103,34,0,1
268,103,139,1,3
269,104,69,0,1
270,104,31,0,2
271,104,4,1,3
272,105,69,0,1
273,105,31,0,2
274,105,4,1,3
275,106,7,0,1
276,106,120,0,2
277,106,84,1,3
278,107,51,0,1
279,107,89,0,2
280,107,39,1,3
281,108,20,0,1
282,108,12,0,2
283,108,13,1,3
284,109,26,0,1
285,110,26,0,1
286,111,31,0,1
287,111,69,0,2
288,111,120,1,3
289,112,31,0,1
290,112,69,0,2
291,112,120,1,3
292,113,30,0,1
293,113,32,0,2
294,113,131,1,3
295,114,34,0,1
296,114,102,0,2
297,114,144,1,3
298,115,48,0,1
299,115,113,0,2
300,115,39,1,3
301,116,33,0,1
302,116,97,0,2
303,116,6,1,3
304,117,38,0,1
305,117,97,0,2
306,117,6,1,3
307,118,33,0,1
308,118,41,0,2
309,118,31,1,3
310,119,33,0,1
311,119,41,0,2
312,119,31,1,3
313,120,35,0,1
314,120,30,0,2
315,120,148,1,3
316,121,35,0,1
317,121,30,0,2
318,121,148,1,3
319,122,43,0,1
320,122,111,0,2
321,122,101,1,3
322,123,68,0,1
323,123,101,0,2
324,123,80,1,3
325,124,12,0,1
326,124,108,0,2
327,124,87,1,3
328,125,9,0,1
329,125,72,1,3
330,126,49,0,1
331,126,72,1,3
332,127,52,0,1
333,127,104,0,2
334,127,153,1,3
335,128,22,0,1
336,128,83,0,2
337,128,125,1,3
338,129,33,0,1
339,129,155,1,3
340,130,22,0,1
341,130,153,1,3
342,131,11,0,1
343,131,75,0,2
344,131,93,1,3
345,132,7,0,1
346,132,150,1,3
347,133,50,0,1
348,133,91,0,2
349,133,107,1,3
350,134,11,0,1
351,134,93,1,3
352,135,10,0,1
353,135,95,1,3
354,136,18,0,1
355,136,62,1,3
356,137,36,0,1
357,137,88,0,2
358,137,148,1,3
359,138,33,0,1
360,138,75,0,2
361,138,133,1,3
362,139,33,0,1
363,139,75,0,2
364,139,133,1,3
365,140,33,0,1
366,140,4,0,2
367,140,133,1,3
368,141,33,0,1
369,141,4,0,2
370,141,133,1,3
371,142,69,0,1
372,142,46,0,2
373,142,127,1,3
374,143,17,0,1
375,143,47,0,2
376,143,82,1,3
377,144,46,0,1
378,144,81,1,3
379,145,46,0,1
380,145,9,1,3
381,146,46,0,1
382,146,49,1,3
383,147,61,0,1
384,147,63,1,3
385,148,61,0,1
386,148,63,1,3
387,149,39,0,1
388,149,136,1,3
389,150,46,0,1
390,150,127,1,3
391,151,28,0,1
392,152,65,0,1
393,152,102,1,3
394,153,65,0,1
395,153,102,1,3
396,154,65,0,1
397,154,102,1,3
398,155,66,0,1
399,155,18,1,3
400,156,66,0,1
401,156,18,1,3
402,157,66,0,1
403,157,18,1,3
404,158,67,0,1
405,158,125,1,3
406,159,67,0,1
407,159,125,1,3
408,160,67,0,1
409,160,125,1,3
410,161,50,0,1
411,161,51,0,2
412,161,119,1,3
413,162,50,0,1
414,162,51,0,2
415,162,119,1,3
416,163,15,0,1
417,163,51,0,2
418,163,110,1,3
419,164,15,0,1
420,164,51,0,2
421,164,110,1,3
422,165,68,0,1
423,165,48,0,2
424,165,155,1,3
425,166,68,0,1
426,166,48,0,2
427,166,89,1,3
428,167,68,0,1
429,167,15,0,2
430,167,97,1,3
431,168,68,0,1
432,168,15,0,2
433,168,97,1,3
434,169,39,0,1
435,169,151,1,3
436,170,10,0,1
437,170,35,0,2
438,170,11,1,3
439,171,10,0,1
440,171,35,0,2
441,171,11,1,3
442,172,9,0,1
443,172,31,1,3
444,173,56,0,1
445,173,98,0,2
446,173,132,1,3
447,174,56,0,1
448,174,172,0,2
449,174,132,1,3
450,175,55,0,1
451,175,32,0,2
452,175,105,1,3
453,176,55,0,1
454,176,32,0,2
455,176,105,1,3
456,177,28,0,1
457,177,48,0,2
458,177,156,1,3
459,178,28,0,1
460,178,48,0,2
461,178,156,1,3
462,179,9,0,1
463,179,57,1,3
464,180,9,0,1
465,180,57,1,3
466,181,9,0,1
467,181,57,1,3
468,182,34,0,1
469,182,131,1,3
470,183,47,0,1
471,183,37,0,2
472,183,157,1,3
473,184,47,0,1
474,184,37,0,2
475,184,157,1,3
476,185,5,0,1
477,185,69,0,2
478,185,155,1,3
479,186,11,0,1
480,186,6,0,2
481,186,2,1,3
482,187,34,0,1
483,187,102,0,2
484,187,151,1,3
485,188,34,0,1
486,188,102,0,2
487,188,151,1,3
488,189,34,0,1
489,189,102,0,2
490,189,151,1,3
491,190,50,0,1
492,190,53,0,2
493,190,92,1,3
494,191,34,0,1
495,191,94,0,2
496,191,48,1,3
497,192,34,0,1
498,192,94,0,2
499,192,48,1,3
500,193,3,0,1
501,193,14,0,2
502,193,119,1,3
503,194,6,0,1
504,194,11,0,2
505,194,109,1,3
506,195,6,0,1
507,195,11,0,2
508,195,109,1,3
509,196,28,0,1
510,196,156,1,3
511,197,28,0,1
512,197,39,1,3
513,198,15,0,1
514,198,105,0,2
515,198,158,1,3
516,199,12,0,1
517,199,20,0,2
518,199,144,1,3
519,200,26,0,1
520,201,26,0,1
521,202,23,0,1
522,202,140,1,3
523,203,39,0,1
524,203,48,0,2
525,203,157,1,3
526,204,5,0,1
527,204,142,1,3
528,205,5,0,1
529,205,142,1,3
530,206,32,0,1
531,206,50,0,2
532,206,155,1,3
533,207,52,0,1
534,207,8,0,2
535,207,17,1,3
536,208,69,0,1
537,208,5,0,2
538,208,125,1,3
539,209,22,0,1
540,209,50,0,2
541,209,155,1,3
542,210,22,0,1
543,210,95,0,2
544,210,155,1,3
545,211,38,0,1
546,211,33,0,2
547,211,22,1,3
548,212,68,0,1
549,212,101,0,2
550,212,135,1,3
551,213,5,0,1
552,213,82,0,2
553,213,126,1,3
554,214,68,0,1
555,214,62,0,2
556,214,153,1,3
557,215,39,0,1
558,215,51,0,2
559,215,124,1,3
560,216,53,0,1
561,216,95,0,2
562,216,118,1,3
563,217,62,0,1
564,217,95,0,2
565,217,127,1,3
566,218,40,0,1
567,218,49,0,2
568,218,133,1,3
569,219,40,0,1
570,219,49,0,2
571,219,133,1,3
572,220,12,0,1
573,220,81,0,2
574,220,47,1,3
575,221,12,0,1
576,221,81,0,2
577,221,47,1,3
578,222,55,0,1
579,222,30,0,2
580,222,144,1,3
581,223,55,0,1
582,223,97,0,2
583,223,141,1,3
584,224,21,0,1
585,224,97,0,2
586,224,141,1,3
587,225,72,0,1
588,225,55,0,2
589,225,15,1,3
590,226,33,0,1
591,226,11,0,2
592,226,41,1,3
593,227,51,0,1
594,227,5,0,2
595,227,133,1,3
596,228,48,0,1
597,228,18,0,2
598,228,127,1,3
599,229,48,0,1
600,229,18,0,2
601,229,127,1,3
602,230,33,0,1
603,230,97,0,2
604,230,6,1,3
605,231,53,0,1
606,231,8,1,3
607,232,5,0,1
608,232,8,1,3
609,233,36,0,1
610,233,88,0,2
611,233,148,1,3
612,234,22,0,1
613,234,119,0,2
614,234,157,1,3
615,235,20,0,1
616,235,101,0,2
617,235,141,1,3
618,236,62,0,1
619,236,80,0,2
620,236,72,1,3
621,237,22,0,1
622,237,101,0,2
623,237,80,1,3
624,238,12,0,1
625,238,108,0,2
626,238,93,1,3
627,239,9,0,1
628,239,72,1,3
629,240,49,0,1
630,240,72,1,3
631,241,47,0,1
632,241,113,0,2
633,241,157,1,3
634,242,30,0,1
635,242,32,0,2
636,242,131,1,3
637,243,46,0,1
638,243,10,1,3
639,244,46,0,1
640,244,18,1,3
641,245,46,0,1
642,245,11,1,3
643,246,62,0,1
644,246,8,1,3
645,247,61,0,1
646,248,45,0,1
647,248,127,1,3
648,249,46,0,1
649,249,136,1,3
650,250,46,0,1
651,250,144,1,3
652,251,30,0,1
653,252,65,0,1
654,252,84,1,3
655,253,65,0,1
656,253,84,1,3
657,254,65,0,1
658,254,84,1,3
659,255,66,0,1
660,255,3,1,3
661,256,66,0,1
662,256,3,1,3
663,257,66,0,1
664,257,3,1,3
665,258,67,0,1
666,258,6,1,3
667,259,67,0,1
668,259,6,1,3
669,260,67,0,1
670,260,6,1,3
671,261,50,0,1
672,261,95,0,2
673,261,155,1,3
674,262,22,0,1
675,262,95,0,2
676,262,153,1,3
677,263,53,0,1
678,263,82,0,2
679,263,95,1,3
680,264,53,0,1
681,264,82,0,2
682,264,95,1,3
683,265,19,0,1
684,265,50,1,3
685,266,61,0,1
686,267,68,0,1
687,267,79,1,3
688,268,61,0,1
689,269,19,0,1
690,269,14,1,3
691,270,33,0,1
692,270,44,0,2
693,270,20,1,3
694,271,33,0,1
695,271,44,0,2
696,271,20,1,3
697,272,33,0,1
698,272,44,0,2
699,272,20,1,3
700,273,34,0,1
701,273,48,0,2
702,273,124,1,3
703,274,34,0,1
704,274,48,0,2
705,274,124,1,3
706,275,34,0,1
707,275,48,0,2
708,275,124,1,3
709,276,62,0,1
710,276,113,1,3
711,277,62,0,1
712,277,113,1,3
713,278,51,0,1
714,278,44,1,3
715,279,51,0,1
716,279,44,1,3
717,280,28,0,1
718,280,36,0,2
719,280,140,1,3
720,281,28,0,1
721,281,36,0,2
722,281,140,1,3
723,282,28,0,1
724,282,36,0,2
725,282,140,1,3
726,283,33,0,1
727,283,44,1,3
728,284,22,0,1
729,284,127,1,3
730,285,27,0,1
731,285,90,0,2
732,285,95,1,3
733,286,27,0,1
734,286,90,0,2
735,286,101,1,3
736,287,54,0,1
737,288,72,0,1
738,289,54,0,1
739,290,14,0,1
740,290,50,1,3
741,291,3,0,1
742,291,151,1,3
743,292,25,0,1
744,293,43,0,1
745,293,155,1,3
746,294,43,0,1
747,294,113,1,3
748,295,43,0,1
749,295,113,1,3
750,296,47,0,1
751,296,62,0,2
752,296,125,1,3
753,297,47,0,1
754,297,62,0,2
755,297,125,1,3
756,298,47,0,1
757,298,37,0,2
758,298,157,1,3
759,299,5,0,1
760,299,42,0,2
761,299,159,1,3
762,300,56,0,1
763,300,96,0,2
764,300,147,1,3
765,301,56,0,1
766,301,96,0,2
767,301,147,1,3
768,302,51,0,1
769,302,100,0,2
770,302,158,1,3
771,303,52,0,1
772,303,22,0,2
773,303,125,1,3
774,304,5,0,1
775,304,69,0,2
776,304,134,1,3
777,305,5,0,1
778,305,69,0,2
779,305,134,1,3
780,306,5,0,1
781,306,69,0,2
782,306,134,1,3
783,307,74,0,1
784,307,140,1,3
785,308,74,0,1
786,308,140,1,3
787,309,9,0,1
788,309,31,0,2
789,309,58,1,3
790,310,9,0,1
791,310,31,0,2
792,310,58,1,3
793,311,57,0,1
794,311,31,1,3
795,312,58,0,1
796,312,10,1,3
797,313,35,0,1
798,313,68,0,2
799,313,158,1,3
800,314,12,0,1
801,314,110,0,2
802,314,158,1,3
803,315,30,0,1
804,315,38,0,2
805,315,102,1,3
806,316,64,0,1
807,316,60,0,2
808,316,82,1,3
809,317,64,0,1
810,317,60,0,2
811,317,82,1,3
812,318,24,0,1
813,318,3,1,3
814,319,24,0,1
815,319,3,1,3
816,320,41,0,1
817,320,12,0,2
818,320,46,1,3
819,321,41,0,1
820,321,12,0,2
821,321,46,1,3
822,322,12,0,1
823,322,86,0,2
824,322,20,1,3
825,323,40,0,1
826,323,116,0,2
827,323,83,1,3
828,324,73,0,1
829,324,75,1,3
830,325,47,0,1
831,325,20,0,2
832,325,82,1,3
833,326,47,0,1
834,326,20,0,2
835,326,82,1,3
836,327,20,0,1
837,327,77,0,2
838,327,126,1,3
839,328,52,0,1
840,328,71,0,2
841,328,125,1,3
842,329,26,0,1
843,330,26,0,1
844,331,8,0,1
845,331,11,1,3
846,332,8,0,1
847,332,11,1,3
848,333,30,0,1
849,333,13,1,3
850,334,30,0,1
851,334,13,1,3
852,335,17,0,1
853,335,137,1,3
854,336,61,0,1
855,336,151,1,3
856,337,26,0,1
857,338,26,0,1
858,339,12,0,1
859,339,107,0,2
860,339,93,1,3
861,340,12,0,1
862,340,107,0,2
863,340,93,1,3
864,341,52,0,1
865,341,75,0,2
866,341,91,1,3
867,342,52,0,1
868,342,75,0,2
869,342,91,1,3
870,343,26,0,1
871,344,26,0,1
872,345,21,0,1
873,345,114,1,3
874,346,21,0,1
875,346,114,1,3
876,347,4,0,1
877,347,33,1,3
878,348,4,0,1
879,348,33,1,3
880,349,33,0,1
881,349,12,0,2
882,349,91,1,3
883,350,63,0,1
884,350,172,0,2
885,350,56,1,3
886,351,59,0,1
887,352,16,0,1
888,352,168,1,3
889,353,15,0,1
890,353,119,0,2
891,353,130,1,3
892,354,15,0,1
893,354,119,0,2
894,354,130,1,3
895,355,26,0,1
896,355,119,1,3
897,356,46,0,1
898,356,119,1,3
899,357,34,0,1
900,357,94,0,2
901,357,139,1,3
902,358,26,0,1
903,359,46,0,1
904,359,105,0,2
905,359,154,1,3
906,360,23,0,1
907,360,140,1,3
908,361,39,0,1
909,361,115,0,2
910,361,141,1,3
911,362,39,0,1
912,362,115,0,2
913,362,141,1,3
914,363,47,0,1
915,363,115,0,2
916,363,12,1,3
917,364,47,0,1
918,364,115,0,2
919,364,12,1,3
920,365,47,0,1
921,365,115,0,2
922,365,12,1,3
923,366,75,0,1
924,366,155,1,3
925,367,33,0,1
926,367,41,1,3
927,368,33,0,1
928,368,93,1,3
929,369,33,0,1
930,369,69,0,2
931,369,5,1,3
932,370,33,0,1
933,370,93,1,3
934,371,69,0,1
935,371,125,1,3
936,372,69,0,1
937,372,142,1,3
938,373,22,0,1
939,373,153,1,3
940,374,29,0,1
941,374,135,1,3
942,375,29,0,1
943,375,135,1,3
944,376,29,0,1
945,376,135,1,3
946,377,29,0,1
947,377,5,1,3
948,378,29,0,1
949,378,115,1,3
950,379,29,0,1
951,379,135,1,3
952,380,26,0,1
953,381,26,0,1
954,382,2,0,1
955,383,70,0,1
956,384,76,0,1
957,385,32,0,1
958,386,46,0,1
959,387,65,0,1
960,387,75,1,3
961,388,65,0,1
962,388,75,1,3
963,389,65,0,1
964,389,75,1,3
965,390,66,0,1
966,390,89,1,3
967,391,66,0,1
968,391,89,1,3
969,392,66,0,1
970,392,89,1,3
971,393,67,0,1
972,393,128,1,3
973,394,67,0,1
974,394,128,1,3
975,395,67,0,1
976,395,128,1,3
977,396,51,0,1
978,396,120,1,3
979,397,22,0,1
980,397,120,1,3
981,398,22,0,1
982,398,120,1,3
983,399,86,0,1
984,399,109,0,2
985,399,141,1,3
986,400,86,0,1
987,400,109,0,2
988,400,141,1,3
989,401,61,0,1
990,401,50,1,3
991,402,68,0,1
992,402,101,1,3
993,403,79,0,1
994,403,22,0,2
995,403,62,1,3
996,404,79,0,1
997,404,22,0,2
998,404,62,1,3
999,405,79,0,1
1000,405,22,0,2
1001,405,62,1,3
1002,406,30,0,1
1003,406,38,0,2
1004,406,102,1,3
1005,407,30,0,1
1006,407,38,0,2
1007,407,101,1,3
1008,408,104,0,1
1009,408,125,1,3
1010,409,104,0,1
1011,409,125,1,3
1012,410,5,0,1
1013,410,43,1,3
1014,411,5,0,1
1015,411,43,1,3
1016,412,61,0,1
1017,412,142,1,3
1018,413,107,0,1
1019,413,142,1,3
1020,414,68,0,1
1021,414,110,1,3
1022,415,118,0,1
1023,415,55,1,3
1024,416,46,0,1
1025,416,127,1,3
1026,417,50,0,1
1027,417,53,0,2
1028,417,10,1,3
1029,418,33,0,1
1030,418,41,1,3
1031,419,33,0,1
1032,419,41,1,3
1033,420,34,0,1
1034,421,122,0,1
1035,422,60,0,1
1036,422,114,0,2
1037,422,159,1,3
1038,423,60,0,1
1039,423,114,0,2
1040,423,159,1,3
1041,424,101,0,1
1042,424,53,0,2
1043,424,92,1,3
1044,425,106,0,1
1045,425,84,0,2
1046,425,138,1,3
1047,426,106,0,1
1048,426,84,0,2
1049,426,138,1,3
1050,427,50,0,1
1051,427,103,0,2
1052,427,7,1,3
1053,428,56,0,1
1054,428,103,0,2
1055,428,7,1,3
1056,429,26,0,1
1057,430,15,0,1
1058,430,105,0,2
1059,430,153,1,3
1060,431,7,0,1
1061,431,20,0,2
1062,431,51,1,3
1063,432,47,0,1
1064,432,20,0,2
1065,432,128,1,3
1066,433,26,0,1
1067,434,1,0,1
1068,434,106,0,2
1069,434,51,1,3
1070,435,1,0,1
1071,435,106,0,2
1072,435,51,1,3
1073,436,26,0,1
1074,436,85,0,2
1075,436,134,1,3
1076,437,26,0,1
1077,437,85,0,2
1078,437,134,1,3
1079,438,5,0,1
1080,438,69,0,2
1081,438,155,1,3
1082,439,43,0,1
1083,439,111,0,2
1084,439,101,1,3
1085,440,30,0,1
1086,440,32,0,2
1087,440,132,1,3
1088,441,51,0,1
1089,441,77,0,2
1090,441,145,1,3
1091,442,46,0,1
1092,442,151,1,3
1093,443,8,0,1
1094,443,24,1,3
1095,444,8,0,1
1096,444,24,1,3
1097,445,8,0,1
1098,445,24,1,3
1099,446,53,0,1
1100,446,47,0,2
1101,446,82,1,3
1102,447,80,0,1
1103,447,39,0,2
1104,447,158,1,3
1105,448,80,0,1
1106,448,39,0,2
1107,448,154,1,3
1108,449,45,0,1
1109,449,159,1,3
1110,450,45,0,1
1111,450,159,1,3
1112,451,4,0,1
1113,451,97,0,2
1114,451,51,1,3
1115,452,4,0,1
1116,452,97,0,2
1117,452,51,1,3
1118,453,107,0,1
1119,453,87,0,2
1120,453,143,1,3
1121,454,107,0,1
1122,454,87,0,2
1123,454,143,1,3
1124,455,26,0,1
1125,456,33,0,1
1126,456,114,0,2
1127,456,41,1,3
1128,457,33,0,1
1129,457,114,0,2
1130,457,41,1,3
1131,458,33,0,1
1132,458,11,0,2
1133,458,41,1,3
1134,459,117,0,1
1135,459,43,1,3
1136,460,117,0,1
1137,460,43,1,3
1138,461,46,0,1
1139,461,124,1,3
1140,462,42,0,1
1141,462,5,0,2
1142,462,148,1,3
1143,463,20,0,1
1144,463,12,0,2
1145,463,13,1,3
1146,464,31,0,1
1147,464,116,0,2
1148,464,120,1,3
1149,465,34,0,1
1150,465,102,0,2
1151,465,144,1,3
1152,466,78,0,1
1153,466,72,1,3
1154,467,49,0,1
1155,467,72,1,3
1156,468,55,0,1
1157,468,32,0,2
1158,468,105,1,3
1159,469,3,0,1
1160,469,110,0,2
1161,469,119,1,3
1162,470,102,0,1
1163,470,34,1,3
1164,471,81,0,1
1165,471,115,1,3
1166,472,52,0,1
1167,472,8,0,2
1168,472,90,1,3
1169,473,12,0,1
1170,473,81,0,2
1171,473,47,1,3
1172,474,91,0,1
1173,474,88,0,2
1174,474,148,1,3
1175,475,80,0,1
1176,475,154,1,3
1177,476,5,0,1
1178,476,42,0,2
1179,476,159,1,3
1180,477,46,0,1
1181,477,119,1,3
1182,478,81,0,1
1183,478,130,1,3
1184,479,26,0,1
1185,480,26,0,1
1186,481,26,0,1
1187,482,26,0,1
1188,483,46,0,1
1189,483,140,1,3
1190,484,46,0,1
1191,484,140,1,3
1192,485,18,0,1
1193,485,49,1,3
1194,486,112,0,1
1195,487,46,0,1
1196,487,140,1,3
1197,488,26,0,1
1198,489,93,0,1
1199,490,93,0,1
1200,491,123,0,1
1201,492,30,0,1
1202,493,121,0,1
1203,494,162,0,1
1204,495,65,0,1
1205,495,126,1,3
1206,496,65,0,1
1207,496,126,1,3
1208,497,65,0,1
1209,497,126,1,3
1210,498,66,0,1
1211,498,47,1,3
1212,499,66,0,1
1213,499,47,1,3
1214,500,66,0,1
1215,500,120,1,3
1216,501,67,0,1
1217,501,75,1,3
1218,502,67,0,1
1219,502,75,1,3
1220,503,67,0,1
1221,503,75,1,3
1222,504,50,0,1
1223,504,51,0,2
1224,504,148,1,3
1225,505,35,0,1
1226,505,51,0,2
1227,505,148,1,3
1228,506,72,0,1
1229,506,53,0,2
1230,506,50,1,3
1231,507,22,0,1
1232,507,146,0,2
1233,507,113,1,3
1234,508,22,0,1
1235,508,146,0,2
1236,508,113,1,3
1237,509,7,0,1
1238,509,84,0,2
1239,509,158,1,3
1240,510,7,0,1
1241,510,84,0,2
1242,510,158,1,3
1243,511,82,0,1
1244,511,65,1,3
1245,512,82,0,1
1246,512,65,1,3
1247,513,82,0,1
1248,513,66,1,3
1249,514,82,0,1
1250,514,66,1,3
1251,515,82,0,1
1252,515,67,1,3
1253,516,82,0,1
1254,516,67,1,3
1255,517,108,0,1
1256,517,28,0,2
1257,517,140,1,3
1258,518,108,0,1
1259,518,28,0,2
1260,518,140,1,3
1261,519,145,0,1
1262,519,105,0,2
1263,519,79,1,3
1264,520,145,0,1
1265,520,105,0,2
1266,520,79,1,3
1267,521,145,0,1
1268,521,105,0,2
1269,521,79,1,3
1270,522,31,0,1
1271,522,78,0,2
1272,522,157,1,3
1273,523,31,0,1
1274,523,78,0,2
1275,523,157,1,3
1276,524,5,0,1
1277,524,159,1,3
1278,525,5,0,1
1279,525,159,1,3
1280,526,5,0,1
1281,526,159,1,3
1282,527,109,0,1
1283,527,103,0,2
1284,527,86,1,3
1285,528,109,0,1
1286,528,103,0,2
1287,528,86,1,3
1288,529,146,0,1
1289,529,159,0,2
1290,529,104,1,3
1291,530,146,0,1
1292,530,159,0,2
1293,530,104,1,3
1294,531,131,0,1
1295,531,144,0,2
1296,531,103,1,3
1297,532,62,0,1
1298,532,125,0,2
1299,532,89,1,3
1300,533,62,0,1
1301,533,125,0,2
1302,533,89,1,3
1303,534,62,0,1
1304,534,125,0,2
1305,534,89,1,3
1306,535,33,0,1
1307,535,93,0,2
1308,535,11,1,3
1309,536,33,0,1
1310,536,93,0,2
1311,536,11,1,3
1312,537,33,0,1
1313,537,143,0,2
1314,537,11,1,3
1315,538,62,0,1
1316,538,39,0,2
1317,538,104,1,3
1318,539,5,0,1
1319,539,39,0,2
1320,539,104,1,3
1321,540,68,0,1
1322,540,34,0,2
1323,540,142,1,3
1324,541,102,0,1
1325,541,34,0,2
1326,541,142,1,3
1327,542,68,0,1
1328,542,34,0,2
1329,542,142,1,3
1330,543,38,0,1
1331,543,68,0,2
1332,543,3,1,3
1333,544,38,0,1
1334,544,68,0,2
1335,544,3,1,3
1336,545,38,0,1
1337,545,68,0,2
1338,545,3,1,3
1339,546,158,0,1
1340,546,151,0,2
1341,546,34,1,3
1342,547,158,0,1
1343,547,151,0,2
1344,547,34,1,3
1345,548,34,0,1
1346,548,20,0,2
1347,548,102,1,3
1348,549,34,0,1
1349,549,20,0,2
1350,549,102,1,3
1351,550,120,0,1
1352,550,91,0,2
1353,550,104,1,3
1354,551,22,0,1
1355,551,153,0,2
1356,551,83,1,3
1357,552,22,0,1
1358,552,153,0,2
1359,552,83,1,3
