id,item_id,version_group_id,language_id,flavor_text
30,2,15,6,"Ein Ball mit hoher Erfolgsquote. Dem Superball in
allen Punkten überlegen."
31,2,15,7,"Poké Ball de rendimiento superior. Tiene un
índice de éxito mayor al de la Super Ball."
32,2,15,8,"Poké Ball dalle prestazioni eccellenti:
fornisce maggiori probabilità di cattura rispetto
alla Mega Ball."
33,2,15,9,"An ultra-high-performance Poké Ball
that provides a higher success rate for
catching Pokémon than a Great Ball."
34,2,15,11,"スーパーボールよりも　さらに
ポケモンを　捕まえやすくなった
すごく　性能のいい　ボール。"
35,3,5,9,"A good BALL with a
higher catch rate
than a POKé BALL."
36,3,6,9,"A good BALL with a
higher catch rate
than a POKé BALL."
37,3,7,9,"A good, quality BALL that offers
a higher POKéMON catch rate than
a standard POKé BALL."
38,3,8,9,"A good, high-performance Ball that
provides a higher Pokémon catch rate
than a standard Poké Ball."
39,3,9,9,"A good, high-performance Ball that
provides a higher Pokémon catch rate
than a standard Poké Ball."
40,3,10,9,"A good, high-performance Ball that
provides a higher Pokémon catch rate
than a standard Poké Ball."
41,3,11,5,"Une Ball très performante dont le taux
de réussite est supérieur à celui de la
Poké Ball."
42,3,11,9,"A good, high-performance Ball that
provides a higher Pokémon catch rate
than a standard Poké Ball."
43,3,14,9,"A good, high-performance Ball that
provides a higher Pokémon catch rate
than a standard Poké Ball."
44,3,15,1,"モンスターボールよりも　さらに
ポケモンを　つかまえやすくなった
すこし　せいのうのいい　ボール。"
45,3,15,3,"몬스터볼보다도 더욱
포켓몬을 잡기 쉬워진
약간 성능이 좋은 볼."
46,3,15,5,"Une Ball très performante dont le taux de
réussite est supérieur à celui de la Poké Ball."
47,3,15,6,"Ein Ball mit guter Erfolgsquote. Dem Pokéball in
allen Punkten überlegen."
48,3,15,7,"Poké Ball de alto rendimiento. Tiene un índice de
éxito superior al de la Poké Ball."
49,3,15,8,"Poké Ball dalle ottime prestazioni:
fornisce maggiori probabilità di cattura rispetto
alla normale Poké Ball."
50,3,15,9,"A good, high-performance Poké Ball
that provides a higher Pokémon catch
rate than a standard Poké Ball can."
51,3,15,11,"モンスターボールよりも　さらに
ポケモンを　捕まえやすくなった
少し　性能のいい　ボール。"
52,4,5,9,"A tool used for
catching wild
POKéMON."
53,4,6,9,"A tool used for
catching wild
POKéMON."
54,4,7,9,"A BALL thrown to catch a wild
POKéMON. It is designed in a
capsule style."
55,4,8,9,"A device for catching wild Pokémon.
It is thrown like a ball at the target.
It is designed as a capsule system."
56,4,9,9,"A device for catching wild Pokémon.
It is thrown like a ball at the target.
It is designed as a capsule system."
57,4,10,9,"A device for catching wild Pokémon.
It is thrown like a ball at the target.
It is designed as a capsule system."
58,4,11,5,"Un objet pareil à une capsule, qui
capture les Pokémon sauvages. Il suffit
pour cela de le jeter comme une balle."
59,4,11,9,"A device for catching wild Pokémon.
It is thrown like a ball at the target.
It is designed as a capsule system."
60,4,14,9,"A device for catching wild Pokémon.
It is thrown like a ball at the target.
It is designed as a capsule system."
61,4,15,1,"やせいの　ポケモンに　なげて
つかまえる　ための　ボール。
カプセルしきに　なっている。"
62,4,15,3,"야생 포켓몬에게 던져서
잡기 위한 볼.
캡슐식으로 되어 있다."
63,4,15,5,"Un objet semblable à une capsule, qui capture
les Pokémon sauvages. Il suffit pour cela de le
jeter comme une balle."
64,4,15,6,"Damit fängst du wilde Pokémon. Du wirfst ihn wie
einen normalen Ball. Das Design ähnelt dem einer
Kapsel."
65,4,15,7,"Dispositivo con diseño capsular que atrapa
Pokémon salvajes. Se lanza como una bola
contra el blanco."
66,4,15,8,"Strumento dotato di capsula usato per catturare
Pokémon selvatici. Si lancia contro il bersaglio
come una palla."
67,4,15,9,"A device for catching wild Pokémon.
It’s thrown like a ball at a Pokémon,
comfortably encapsulating its target."
68,4,15,11,"野生の　ポケモンに　投げて
捕まえるための　ボール。
カプセル式に　なっている。"
69,5,5,9,"A special BALL that
is used only in the
SAFARI ZONE."
70,5,6,9,"A special BALL that
is used only in the
SAFARI ZONE."
71,5,7,9,"A special BALL that is used only in
the SAFARI ZONE. It is finished in
a camouflage pattern."
72,5,8,9,"A special Poké Ball that is used only in
the Great Marsh. It is decorated in a
camouflage pattern."
73,5,9,9,"A special Poké Ball that is used only in
the Great Marsh. It is decorated in a
camouflage pattern."
74,5,10,9,"A special Poké Ball that is used only in
the Great Marsh. It is decorated in a
camouflage pattern."
75,5,11,5,"Une Poké Ball spéciale dont l’usage
est réservé au Parc Safari. Elle est
décorée d’un motif camouflage."
76,5,11,9,"A special Poké Ball that is used only in
the Great Marsh. It is decorated in a
camouflage pattern."
77,5,14,9,"A special Poké Ball that is used only in
the Great Marsh. It is decorated in a
camouflage pattern."
78,5,15,1,"だいしつげんの　なか　だけで
つかう　とくべつな　ボール。
めいさいがらに　なっている。"
79,5,15,3,"대습초원 안에서만
쓰는 특별한 볼.
얼룩무늬로 되어 있다."
80,5,15,5,"Une Poké Ball spéciale dont l’usage est réservé
au Parc Safari. Elle est décorée d’un motif
camouflage."
81,5,15,6,"Ein Ball, der nur in Safari-Zonen eingesetzt wird.
Er besticht durch sein Tarnfarbenmuster."
82,5,15,7,"Poké Ball con un diseño de camuflaje que se
utiliza únicamente en el Gran Pantano."
83,5,15,8,"Poké Ball speciale, usata soltanto nella
Gran Palude. È decorata con un motivo mimetico."
84,5,15,9,"A special Poké Ball that is used only in
the Great Marsh. It is recognizable by
the camouflage pattern decorating it."
85,5,15,11,"大湿原の　中だけで
使う　特別な　ボール。
迷彩柄に　なっている。"
86,6,5,9,"A BALL that works
well on WATER- and
BUG-type POKéMON."
87,6,6,9,"A BALL that works
well on WATER- and
BUG-type POKéMON."
88,6,7,9,"A somewhat different BALL that
works especially well on WATER- and
BUG-type POKéMON."
89,6,8,9,"A somewhat different Poké Ball that
works especially well on Water- and
Bug-type Pokémon."
90,6,9,9,"A somewhat different Poké Ball that
works especially well on Water- and
Bug-type Pokémon."
91,6,10,9,"A somewhat different Poké Ball that
works especially well on Water- and
Bug-type Pokémon."
92,6,11,5,"Une Poké Ball un peu spéciale qui
fonctionne particulièrement bien
sur les Pokémon Eau ou Insecte."
93,6,11,9,"A somewhat different Poké Ball that
works especially well on Water- and
Bug-type Pokémon."
94,6,14,9,"A somewhat different Poké Ball that
works especially well on Water- and
Bug-type Pokémon."
95,6,15,1,"みずタイプと　むしタイプの
ポケモンが　つかまえやすくなる
ちょっと　かわった　ボール。"
96,6,15,3,"물타입과 벌레타입의
포켓몬을 잡기 쉬운
조금 특이한 볼."
97,6,15,5,"Une Poké Ball un peu spéciale qui fonctionne
particulièrement bien sur les Pokémon Eau ou
Insecte."
98,6,15,6,"Ein Ball, der sich besonders gut eignet,
um Wasser- und Käfer-Pokémon zu fangen."
99,6,15,7,"Es algo distinta a las demás. Funciona
especialmente bien con los Pokémon de tipo
Agua y Bicho."
100,6,15,8,"Poké Ball un po’ diversa. Risulta particolarmente
efficace sui Pokémon di tipo Acqua e Coleottero."
101,6,15,9,"A somewhat different Poké Ball that
is more effective when attempting
to catch Water- or Bug-type Pokémon."
102,6,15,11,"みずタイプと　むしタイプの
ポケモンが　捕まえやすくなる
ちょっと　変わった　ボール。"
103,7,5,9,"A BALL that works
better on POKéMON
on the ocean floor."
104,7,6,9,"A BALL that works
better on POKéMON
on the ocean floor."
105,7,7,9,"A somewhat different BALL that
works especially well on POKéMON
deep in the sea."
106,7,8,9,"A somewhat different Poké Ball that
works especially well on Pokémon that
live in the sea."
107,7,9,9,"A somewhat different Poké Ball that
works especially well on Pokémon that
live in the sea."
108,7,10,9,"A somewhat different Poké Ball that
works especially well on Pokémon that
live in the sea."
109,7,11,5,"Une Poké Ball un peu spéciale qui
fonctionne particulièrement bien
sur les Pokémon sous-marins."
110,7,11,9,"A somewhat different Poké Ball that
works especially well on Pokémon that
live underwater."
111,7,14,9,"A somewhat different Poké Ball that
works especially well on Pokémon that
live underwater."
112,7,15,1,"みずの　せかいで　くらしている
ポケモンが　つかまえやすくなる
ちょっと　かわった　ボール。"
113,7,15,3,"물의 세계에서 사는
포켓몬을 잡기 쉬운
조금 특이한 볼."
114,7,15,5,"Une Poké Ball un peu spéciale qui fonctionne
particulièrement bien sur les Pokémon
sous-marins."
115,7,15,6,"Ein Ball, mit dem sich Pokémon, die im Wasser
leben, besser fangen lassen."
116,7,15,7,"Es algo distinta a las demás. Funciona
especialmente bien con los Pokémon que viven
bajo el agua."
117,7,15,8,"Poké Ball un po’ diversa. Risulta particolarmente
efficace sui Pokémon che vivono in acqua."
118,7,15,9,"A somewhat different Poké Ball that
works especially well when catching
Pokémon that live underwater."
119,7,15,11,"水の　世界で　暮らしている
ポケモンが　捕まえやすくなる
ちょっと　変わった　ボール。"
120,8,5,9,"A BALL that works
better on weaker
POKéMON."
121,8,6,9,"A BALL that works
better on weaker
POKéMON."
122,8,7,9,"A somewhat different BALL that
works especially well on weaker
POKéMON."
123,8,8,9,"A somewhat different Poké Ball that
works especially well on weaker
Pokémon in the wild."
124,8,9,9,"A somewhat different Poké Ball that
works especially well on weaker
Pokémon in the wild."
125,8,10,9,"A somewhat different Poké Ball that
works especially well on weaker
Pokémon in the wild."
126,8,11,5,"Une Poké Ball un peu spéciale qui
fonctionne particulièrement bien
sur les Pokémon les plus faibles."
127,8,11,9,"A somewhat different Poké Ball that
works especially well on weaker
Pokémon in the wild."
128,8,14,9,"A somewhat different Poké Ball that
works especially well on weaker
Pokémon in the wild."
129,8,15,1,"つかまえる　やせいの　ポケモンが
よわいほど　つかまえやすくなる
ちょっと　かわった　ボール。"
130,8,15,3,"잡으려는 야생 포켓몬이
약할수록 잡기 쉬운
조금 특이한 볼."
131,8,15,5,"Une Poké Ball un peu spéciale qui fonctionne
particulièrement bien sur les Pokémon les plus
faibles."
132,8,15,6,"Ein Ball, dessen Erfolgsquote besonders bei
Pokémon mit niedrigem Level sehr hoch ist."
133,8,15,7,"Es algo distinta a las demás. Funciona
especialmente bien con los Pokémon salvajes
de nivel bajo."
134,8,15,8,"Poké Ball un po’ diversa. Risulta particolarmente
efficace sui Pokémon selvatici più deboli."
135,8,15,9,"A somewhat different Poké Ball that
becomes more effective the lower
the level of the wild Pokémon."
136,8,15,11,"捕まえる　野生の　ポケモンが
弱いほど　捕まえやすくなる
ちょっと　変わった　ボール。"
137,9,5,9,"A BALL that works
better on POKéMON
caught before."
138,9,6,9,"A BALL that works
better on POKéMON
caught before."
139,9,7,9,"A somewhat different BALL that
works especially well on POKéMON
caught before."
140,9,8,9,"A somewhat different Poké Ball that
works especially well on Pokémon
species that were previously caught."
141,9,9,9,"A somewhat different Poké Ball that
works especially well on Pokémon
species that were previously caught."
142,9,10,9,"A somewhat different Poké Ball that
works especially well on Pokémon
species that were previously caught."
143,9,11,5,"Une Poké Ball un peu spéciale qui
fonctionne particulièrement bien sur
les espèces de Pokémon déjà capturées."
144,9,11,9,"A somewhat different Poké Ball that
works especially well on Pokémon
species that were previously caught."
145,9,14,9,"A somewhat different Poké Ball that
works especially well on Pokémon
species that were previously caught."
146,9,15,1,"つかまえたことの　ある
ポケモンが　つかまえやすくなる
ちょっと　かわった　ボール。"
147,9,15,3,"잡은 적이 있는
포켓몬을 잡기 쉬운
조금 특이한 볼."
148,9,15,5,"Une Poké Ball un peu spéciale qui fonctionne
particulièrement bien sur les espèces de
Pokémon déjà capturées."
149,9,15,6,"Ein Ball, der sich besonders dann sehr gut eignet,
wenn man ein Pokémon fangen will, dessen Art
bereits gefangen wurde."
150,9,15,7,"Es algo distinta a las demás. Funciona
especialmente bien con las especies de Pokémon
que ya has capturado."
151,9,15,8,"Poké Ball un po’ diversa. Risulta particolarmente
efficace sulle specie di Pokémon già catturate
in precedenza."
152,9,15,9,"A somewhat different Poké Ball that
works especially well on a Pokémon
species that has been caught before."
153,9,15,11,"捕まえたことの　ある
ポケモンが　捕まえやすくなる
ちょっと　変わった　ボール。"
154,10,5,9,"More effective as
more turns are
taken in battle."
155,10,6,9,"A BALL that gains
power in battles
taking many turns."
156,10,7,9,"A somewhat different BALL that
becomes progressively better the
more turns there are in a battle."
157,10,8,9,"A somewhat different Ball that
becomes progressively better the
more turns there are in a battle."
158,10,9,9,"A somewhat different Ball that
becomes progressively better the
more turns there are in a battle."
159,10,10,9,"A somewhat different Ball that
becomes progressively better the
more turns there are in a battle."
160,10,11,5,"Une Poké Ball un peu spéciale qui
fonctionne de mieux en mieux à
mesure que le combat s’éternise."
161,10,11,9,"A somewhat different Ball that
becomes progressively better the
more turns there are in a battle."
162,10,14,9,"A somewhat different Ball that
becomes progressively better the
more turns there are in a battle."
163,10,15,1,"ターンすうが　かかれば　かかるほど
ポケモンが　つかまえやすくなる
ちょっと　かわった　ボール。"
164,10,15,3,"턴 수가 길어지면 길어질수록
포켓몬을 잡기 쉬운
조금 특이한 볼."
165,10,15,5,"Une Poké Ball un peu spéciale qui fonctionne
de mieux en mieux à mesure que le combat
s’éternise."
166,10,15,6,"Ein Ball, der mit zunehmender Kampfdauer
effektiver wird."
167,10,15,7,"Una Poké Ball algo distinta que va mejorando
su rendimiento con cada turno de combate."
168,10,15,8,"Poké Ball un po’ diversa che diventa
progressivamente più efficace con l’aumentare
dei turni in lotta."
169,10,15,9,"A somewhat different Poké Ball that
becomes progressively more effective
the more turns that are taken in battle."
170,10,15,11,"ターン数が　かかれば　かかるほど
ポケモンが　捕まえやすくなる
ちょっと　変わった　ボール。"
171,11,5,9,"A cozy BALL that
makes POKéMON
more friendly."
172,11,6,9,"A cozy BALL that
makes POKéMON
more friendly."
173,11,7,9,"A comfortable BALL that makes a
captured wild POKéMON quickly grow
friendly."
174,11,8,9,"A comfortable Poké Ball that makes a
caught wild Pokémon quickly grow
friendly."
175,11,9,9,"A comfortable Poké Ball that makes a
caught wild Pokémon quickly grow
friendly."
176,11,10,9,"A comfortable Poké Ball that makes a
caught wild Pokémon quickly grow
friendly."
177,11,11,5,"Une Poké Ball pratique qui permet
de gagner rapidement l’amitié d’un
Pokémon sauvage attrapé."
178,11,11,9,"A comfortable Poké Ball that makes a
caught wild Pokémon quickly grow
friendly."
179,11,14,9,"A comfortable Poké Ball that makes a
caught wild Pokémon quickly grow
friendly."
180,11,15,1,"つかまえた　やせいポケモンが
とても　なつきやすくなる
いごこちの　いい　ボール。"
181,11,15,3,"잡은 야생 포켓몬이
매우 친밀해지기 쉬운
편안한 볼."
182,11,15,5,"Une Poké Ball pratique qui permet de gagner
rapidement l’amitié d’un Pokémon sauvage
attrapé."
183,11,15,6,"Ein behaglicher Ball, der Pokémon veranlasst,
nach dem Fang schneller freundlicher zu werden."
184,11,15,7,"Acogedora Poké Ball que hace más amistosos a
los Pokémon salvajes capturados."
185,11,15,8,"Poké Ball graziosa che rende più amichevoli
i Pokémon selvatici catturati."
186,11,15,9,"A particularly comfortable Poké Ball
that makes a wild Pokémon quickly
grow friendlier after being caught."
187,11,15,11,"捕まえた　野生ポケモンが
とても　なつきやすくなる
いごこちの　いい　ボール。"
188,12,5,9,"A rare BALL made
in commemoration
of some event."
189,12,6,9,"A rare BALL made
in commemoration
of some event."
190,12,7,9,"A rare BALL that has been
specially made to commemorate an
event of some sort."
191,12,8,9,"A somewhat rare Poké Ball that has
been specially made to commemorate
an event of some sort."
192,12,9,9,"A somewhat rare Poké Ball that has
been specially made to commemorate
an event of some sort."
193,12,10,9,"A somewhat rare Poké Ball that has
been specially made to commemorate
an event of some sort."
194,12,11,5,"Une Poké Ball assez rare qui fut créée
pour un événement particulier."
195,12,11,9,"A somewhat rare Poké Ball that has
been specially made to commemorate
an event of some sort."
196,12,14,9,"A somewhat rare Poké Ball that has
been specially made to commemorate
an event of some sort."
197,12,15,1,"なにかの　きねんの　しなとして
とくべつに　つくられた
ちょっと　めずらしい　ボール。"
198,12,15,3,"무언가의 기념품으로
특별히 만들어진
조금 희귀한 볼."
199,12,15,5,"Une Poké Ball assez rare qui fut créée pour
un événement particulier."
200,12,15,6,"Ein eher seltener Ball, der als Reminiszenz
an irgendein Ereignis hergestellt wurde."
201,12,15,7,"Es una Poké Ball algo singular que se creó para
conmemorar algún acontecimiento."
202,12,15,8,"Poké Ball poco comune realizzata appositamente
per commemorare un particolare evento."
203,12,15,9,"A somewhat rare Poké Ball that was
made as a commemorative item used
to celebrate an event of some sort."
204,12,15,11,"なにかの　記念の　品として
特別に　つくられた
ちょっと　珍しい　ボール。"
205,13,8,9,"A somewhat different Poké Ball that
makes it easier to catch wild Pokémon
at night or in dark places like caves."
206,13,9,9,"A somewhat different Poké Ball that
makes it easier to catch wild Pokémon
at night or in dark places like caves."
207,13,10,9,"A somewhat different Poké Ball that
makes it easier to catch wild Pokémon
at night or in dark places like caves."
208,13,11,5,"Une Poké Ball efficace pour attraper
les Pokémon de nuit ou dans des
endroits sombres tels que les grottes."
209,13,11,9,"A somewhat different Poké Ball that
makes it easier to catch wild Pokémon
at night or in dark places like caves."
210,13,14,9,"A somewhat different Poké Ball that
makes it easier to catch wild Pokémon
at night or in dark places like caves."
211,13,15,1,"よるや　どうくつなど　くらいところで
ポケモンが　つかまえやすくなる
ちょっと　かわった　ボール。"
212,13,15,3,"밤이나 동굴 등 어두운 곳에서
포켓몬을 잡기 쉬운
조금 특이한 볼."
213,13,15,5,"Une Poké Ball efficace de nuit ou dans les
endroits sombres, tels que les grottes."
214,13,15,6,"Ein mysteriöser Ball, geeignet für Einsätze in der
Nacht oder an dunklen Orten."
215,13,15,7,"Es algo particular. Hace que sea más fácil
capturar a los Pokémon salvajes por la noche
o en lugares oscuros."
216,13,15,8,"Poké Ball un po’ diversa che rende più facile
catturare Pokémon selvatici di notte o in luoghi
bui come le grotte."
217,13,15,9,"A somewhat different Poké Ball that
makes it easier to catch wild Pokémon
at night or in dark places like caves."
218,13,15,11,"夜や　どうくつなど　暗いところで
ポケモンが　捕まえやすくなる
ちょっと　変わった　ボール。"
219,14,8,9,"A remedial Poké Ball that restores the
caught Pokémon’s HP and eliminates
any status problem."
220,14,9,9,"A remedial Poké Ball that restores the
caught Pokémon’s HP and eliminates
any status problem."
221,14,10,9,"A remedial Poké Ball that restores the
caught Pokémon’s HP and eliminates
any status problem."
222,14,11,5,"Une Poké Ball de soin qui rend tous les
PV du Pokémon attrapé et qui soigne
tous les changements de statut."
223,14,11,9,"A remedial Poké Ball that restores the
caught Pokémon’s HP and eliminates
any status problem."
224,14,14,9,"A remedial Poké Ball that restores the
caught Pokémon’s HP and eliminates
any status problem."
225,14,15,1,"つかまえた　ポケモンの　ＨＰと
じょうたい　いじょうを　かいふくする
ちょっと　やさしい　ボール。"
226,14,15,3,"잡은 포켓몬의 HP와
상태 이상을 회복시키는
조금 다정한 볼."
227,14,15,5,"Une Poké Ball de soin qui rend tous les PV
du Pokémon attrapé et qui soigne tous les
changements de statut."
228,14,15,6,"Ein wohltuender Ball. Er füllt alle KP des
gefangenen Pokémon auf und behebt alle
Statusprobleme."
229,14,15,7,"Poké Ball curativa que restaura los PS y cura
todos los problemas de estado de un Pokémon
después de capturarlo."
230,14,15,8,"Poké Ball curativa che ridà PS al Pokémon
catturato e cura tutti i problemi di stato."
231,14,15,9,"A remedial Poké Ball that restores
the HP of a Pokémon caught with it
and eliminates any status conditions."
232,14,15,11,"捕まえた　ポケモンの　ＨＰと
状態異常を　回復する
ちょっと　やさしい　ボール。"
233,15,8,9,"A somewhat different Poké Ball that
provides a better catch rate if it is
used at the start of a wild encounter."
234,15,9,9,"A somewhat different Poké Ball that
provides a better catch rate if it is
used at the start of a wild encounter."
235,15,10,9,"A somewhat different Poké Ball that
provides a better catch rate if it is
used at the start of a wild encounter."
236,15,11,5,"Une Poké Ball qui permet d’attraper un
Pokémon sauvage plus facilement si on
l’utilise au début du combat."
237,15,11,9,"A somewhat different Poké Ball that
provides a better catch rate if it is
used at the start of a wild encounter."
238,15,14,9,"A somewhat different Poké Ball that
provides a better catch rate if it is
used at the start of a wild encounter."
239,15,15,1,"せんとうが　はじまって　すぐに
つかうと　つかまえやすくなる
ちょっと　かわった　ボール。"
240,15,15,3,"배틀이 시작되자마자
사용하면 잡기 쉬워지는
조금 특이한 볼."
241,15,15,5,"Une Poké Ball qui permet d’attraper un Pokémon
sauvage plus facilement si on l’utilise au début du
combat."
242,15,15,6,"Ein ungewöhnlicher Ball, der zu Beginn eines
Kampfes am wirkungsvollsten ist."
243,15,15,7,"Una Poké Ball algo distinta que potencia el índice
de captura si se usa al inicio de un encuentro con
Pokémon salvajes."
244,15,15,8,"Poké Ball un po’ diversa che facilita la cattura
di un Pokémon selvatico se usata all’inizio
della lotta."
245,15,15,9,"A somewhat different Poké Ball that
has a more successful catch rate if
used at the start of a wild encounter."
246,15,15,11,"戦闘が　はじまって　すぐに
使うと　捕まえやすくなる
ちょっと　変わった　ボール。"
247,16,8,9,"A quite rare Poké Ball that has been
specially crafted to commemorate
an occasion of some sort."
248,16,9,9,"A quite rare Poké Ball that has been
specially crafted to commemorate
an occasion of some sort."
249,16,10,9,"A quite rare Poké Ball that has been
specially crafted to commemorate
an occasion of some sort."
250,16,11,5,"Une Poké Ball plutôt rare qui fut créée
pour une occasion spéciale."
251,16,11,9,"A quite rare Poké Ball that has been
specially crafted to commemorate
an occasion of some sort."
252,16,14,9,"A quite rare Poké Ball that has been
specially crafted to commemorate
an occasion of some sort."
253,16,15,1,"なにかの　きねんの　しなとして
とくべつに　つくられた
かなり　めずらしい　ボール。"
254,16,15,3,"무언가의 기념품으로
특별히 만들어진
상당히 진귀한 볼."
255,16,15,5,"Une Poké Ball plutôt rare qui fut créée pour
une occasion spéciale."
256,16,15,6,"Ein seltener Ball, der als Reminiszenz an irgendein
Ereignis hergestellt wurde."
257,16,15,7,"Es una Poké Ball bastante singular que se creó
para conmemorar alguna ocasión especial."
258,16,15,8,"Poké Ball molto esclusiva creata per
commemorare un evento speciale."
259,16,15,9,"A quite rare Poké Ball that has been
crafted in order to commemorate
a special occasion of some sort."
260,16,15,11,"なにかの　記念の　品として
特別に　つくられた
かなり　珍しい　ボール。"
261,17,5,9,"Restores the HP of
a POKéMON by
20 points."
262,17,6,9,"Restores the HP of
a POKéMON by
20 points."
263,17,7,9,"A spray-type wound medicine.
It restores the HP of one POKéMON
by 20 points."
264,17,8,9,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
just 20 points."
265,17,9,9,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
just 20 points."
266,17,10,9,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
just 20 points."
267,17,11,5,"Un spray qui soigne les blessures.
Restaure 20 PV à un Pokémon."
268,17,11,9,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
just 20 points."
269,17,14,9,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
just 20 points."
270,17,15,1,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
２０だけ　かいふくする。"
271,17,15,3,"스프레이식의 상처약.
포켓몬 1마리의 HP를
20만큼 회복한다."
272,17,15,5,"Un spray qui soigne les blessures.
Restaure 20 PV d’un Pokémon."
273,17,15,6,"Hilft bei Wunden. Die KP eines Pokémon werden
um 20 Punkte aufgefüllt."
274,17,15,7,"Medicina en espray que cura heridas y restaura
20 PS a un Pokémon."
275,17,15,8,"Rimedio spray per le ferite.
Restituisce 20 PS a un Pokémon."
276,17,15,9,"A spray-type medicine for treating
wounds. It can be used to restore
20 HP to an injured Pokémon."
277,17,15,11,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
２０だけ　回復する。"
278,18,5,9,"Heals a poisoned
POKéMON."
279,18,6,9,"Heals a poisoned
POKéMON."
280,18,7,9,"A spray-type medicine.
It heals one POKéMON from a
poisoning."
281,18,8,9,"A spray-type medicine.
It lifts the effect of poison from one
Pokémon."
282,18,9,9,"A spray-type medicine.
It lifts the effect of poison from one
Pokémon."
283,18,10,9,"A spray-type medicine.
It lifts the effect of poison from one
Pokémon."
284,18,11,5,"Un médicament sous forme de spray.
Guérit un Pokémon empoisonné."
285,18,11,9,"A spray-type medicine.
It lifts the effect of poison from one
Pokémon."
286,18,14,9,"A spray-type medicine.
It lifts the effect of poison from one
Pokémon."
287,18,15,1,"スプレーしきの　くすり。
ポケモン　１ひきの　どくの
じょうたいを　かいふくする。"
288,18,15,3,"스프레이식의 약.
포켓몬 1마리의
독 상태를 회복한다."
289,18,15,5,"Un médicament sous forme de spray.
Guérit un Pokémon empoisonné."
290,18,15,6,"Ein Spray, das Vergiftungen eines Pokémon heilt."
291,18,15,7,"Medicina en espray que contrarresta los efectos
del veneno en un Pokémon."
292,18,15,8,"Rimedio spray.
Cura un Pokémon dall’avvelenamento."
293,18,15,9,"A spray-type medicine for poisoning.
It can be used once to lift the effects
of being poisoned from a Pokémon."
294,18,15,11,"スプレー式の　薬。
ポケモン　１匹の　どくの
状態を　回復する。"
295,19,5,9,"Heals POKéMON
of a burn."
296,19,6,9,"Heals POKéMON
of a burn."
297,19,7,9,"A spray-type medicine.
It heals one POKéMON of a burn."
298,19,8,9,"A spray-type medicine.
It heals a single Pokémon that is
suffering from a burn."
