id,move_id,meta_category_id,meta_ailment_id,min_hits,max_hits,min_turns,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance
129,129,0,0,,,,,0,0,0,0,0,0
130,130,0,0,,,,,0,0,0,100,0,0
131,131,0,0,2,5,,,0,0,0,0,0,0
132,132,6,0,,,,,0,0,0,0,0,10
133,133,2,0,,,,,0,0,0,0,0,0
134,134,2,0,,,,,0,0,0,0,0,0
135,135,3,0,,,,,0,50,0,0,0,0
136,136,0,0,,,,,0,0,0,0,0,0
137,137,1,1,,,,,0,0,0,0,0,0
138,138,8,0,,,,,50,0,0,0,0,0
139,139,1,5,,,,,0,0,0,0,0,0
140,140,0,0,2,5,,,0,0,0,0,0,0
141,141,8,0,,,,,50,0,0,0,0,0
142,142,1,2,,,2,4,0,0,0,0,0,0
143,143,0,0,,,,,0,0,1,0,30,0
144,144,13,0,,,,,0,0,0,0,0,0
145,145,6,0,,,,,0,0,0,0,0,10
146,146,4,6,,,2,5,0,0,0,20,0,0
147,147,1,2,,,2,4,0,0,0,0,0,0
148,148,2,0,,,,,0,0,0,0,0,0
149,149,0,0,,,,,0,0,0,0,0,0
150,150,13,0,,,,,0,0,0,0,0,0
151,151,2,0,,,,,0,0,0,0,0,0
152,152,0,0,,,,,0,0,1,0,0,0
153,153,0,0,,,,,0,0,0,0,0,0
154,154,0,0,2,5,,,0,0,0,0,0,0
155,155,0,0,2,2,,,0,0,0,0,0,0
156,156,13,0,,,,,0,0,0,0,0,0
157,157,0,0,,,,,0,0,0,0,30,0
158,158,0,0,,,,,0,0,0,0,10,0
159,159,2,0,,,,,0,0,0,0,0,0
160,160,13,0,,,,,0,0,0,0,0,0
161,161,4,-1,,,,,0,0,0,20,0,0
162,162,0,0,,,,,0,0,0,0,0,0
163,163,0,0,,,,,0,0,1,0,0,0
164,164,13,0,,,,,0,0,0,0,0,0
165,165,0,0,,,,,0,-25,0,0,0,0
166,166,13,0,,,,,0,0,0,0,0,0
167,167,0,0,3,3,,,0,0,0,0,0,0
168,168,0,0,,,,,0,0,0,0,0,0
169,169,13,0,,,,,0,0,0,0,0,0
170,170,13,0,,,,,0,0,0,0,0,0
171,171,1,9,,,,,0,0,0,0,0,0
172,172,4,4,,,,,0,0,0,10,0,0
173,173,0,0,,,,,0,0,0,0,30,0
174,174,13,0,,,,,0,0,0,0,0,0
175,175,0,0,,,,,0,0,0,0,0,0
176,176,13,0,,,,,0,0,0,0,0,0
177,177,0,0,,,,,0,0,1,0,0,0
178,178,2,0,,,,,0,0,0,0,0,0
179,179,0,0,,,,,0,0,0,0,0,0
180,180,13,0,,,,,0,0,0,0,0,0
181,181,4,3,,,,,0,0,0,10,0,0
182,182,13,0,,,,,0,0,0,0,0,0
183,183,0,0,,,,,0,0,0,0,0,0
184,184,2,0,,,,,0,0,0,0,0,0
185,185,0,0,,,,,0,0,0,0,0,0
186,186,1,6,,,2,5,0,0,0,0,0,0
187,187,13,0,,,,,0,0,0,0,0,0
188,188,4,5,,,,,0,0,0,30,0,0
189,189,6,0,,,,,0,0,0,0,0,100
190,190,6,0,,,,,0,0,0,0,0,50
191,191,11,0,,,,,0,0,0,0,0,0
192,192,4,1,,,,,0,0,0,100,0,0
193,193,1,17,,,,,0,0,0,0,0,0
194,194,13,0,,,,,0,0,0,0,0,0
195,195,1,20,,,4,4,0,0,0,0,0,0
196,196,6,0,,,,,0,0,0,0,0,100
197,197,13,0,,,,,0,0,0,0,0,0
198,198,0,0,2,5,,,0,0,0,0,0,0
199,199,13,0,,,,,0,0,0,0,0,0
200,200,0,0,,,,,0,0,0,0,0,0
201,201,10,0,,,,,0,0,0,0,0,0
202,202,8,0,,,,,50,0,0,0,0,0
203,203,13,0,,,,,0,0,0,0,0,0
204,204,2,0,,,,,0,0,0,0,0,0
205,205,0,0,,,,,0,0,0,0,0,0
206,206,0,0,,,,,0,0,0,0,0,0
207,207,5,6,,,2,5,0,0,0,0,0,0
208,208,3,0,,,,,0,50,0,0,0,0
209,209,4,1,,,,,0,0,0,30,0,0
210,210,0,0,,,,,0,0,0,0,0,0
211,211,7,0,,,,,0,0,0,0,0,10
212,212,13,0,,,,,0,0,0,0,0,0
213,213,1,7,,,,,0,0,0,0,0,0
214,214,13,0,,,,,0,0,0,0,0,0
215,215,13,0,,,,,0,0,0,0,0,0
216,216,0,0,,,,,0,0,0,0,0,0
217,217,0,0,,,,,0,0,0,0,0,0
218,218,0,0,,,,,0,0,0,0,0,0
219,219,11,0,,,,,0,0,0,0,0,0
220,220,13,0,,,,,0,0,0,0,0,0
221,221,4,4,,,,,0,0,0,50,0,0
222,222,0,0,,,,,0,0,0,0,0,0
223,223,4,6,,,2,5,0,0,0,100,0,0
224,224,0,0,,,,,0,0,0,0,0,0
225,225,4,1,,,,,0,0,0,30,0,0
226,226,13,0,,,,,0,0,0,0,0,0
227,227,13,0,,,,,0,0,0,0,0,0
228,228,0,0,,,,,0,0,0,0,0,0
229,229,0,0,,,,,0,0,0,0,0,0
230,230,2,0,,,,,0,0,0,0,0,0
231,231,6,0,,,,,0,0,0,0,0,30
232,232,7,0,,,,,0,0,0,0,0,10
233,233,0,0,,,,,0,0,0,0,0,0
234,234,3,0,,,,,0,50,0,0,0,0
235,235,3,0,,,,,0,50,0,0,0,0
236,236,3,0,,,,,0,50,0,0,0,0
237,237,0,0,,,,,0,0,0,0,0,0
238,238,0,0,,,,,0,0,1,0,0,0
239,239,0,0,,,,,0,0,0,0,20,0
240,240,10,0,,,,,0,0,0,0,0,0
241,241,10,0,,,,,0,0,0,0,0,0
242,242,6,0,,,,,0,0,0,0,0,20
243,243,0,0,,,,,0,0,0,0,0,0
244,244,13,0,,,,,0,0,0,0,0,0
245,245,0,0,,,,,0,0,0,0,0,0
246,246,7,0,,,,,0,0,0,0,0,10
247,247,6,0,,,,,0,0,0,0,0,20
248,248,13,0,,,,,0,0,0,0,0,0
249,249,6,0,,,,,0,0,0,0,0,50
250,250,4,8,,,5,6,0,0,0,100,0,0
251,251,0,0,6,6,,,0,0,0,0,0,0
252,252,0,0,,,,,0,0,0,0,100,0
253,253,0,0,,,,,0,0,0,0,0,0
254,254,13,0,,,,,0,0,0,0,0,0
255,255,0,0,,,,,0,0,0,0,0,0
256,256,3,0,,,,,0,25,0,0,0,0
257,257,4,4,,,,,0,0,0,10,0,0
258,258,10,0,,,,,0,0,0,0,0,0
259,259,1,12,,,,,0,0,0,0,0,0
260,260,5,6,,,2,5,0,0,0,0,0,0
261,261,1,4,,,,,0,0,0,0,0,0
262,262,13,0,,,,,0,0,0,0,0,0
263,263,0,0,,,,,0,0,0,0,0,0
264,264,0,0,,,,,0,0,0,0,0,0
265,265,0,0,,,,,0,0,0,0,0,0
266,266,13,0,,,,,0,0,0,0,0,0
267,267,13,0,,,,,0,0,0,0,0,0
268,268,2,0,,,,,0,0,0,0,0,0
269,269,13,0,,,,,0,0,0,0,0,0
270,270,13,0,,,,,0,0,0,0,0,0
271,271,13,0,,,,,0,0,0,0,0,0
272,272,13,0,,,,,0,0,0,0,0,0
273,273,13,0,,,,,0,0,0,0,0,0
274,274,13,0,,,,,0,0,0,0,0,0
275,275,1,21,,,,,0,0,0,0,0,0
276,276,7,0,,,,,0,0,0,0,0,100
277,277,13,0,,,,,0,0,0,0,0,0
278,278,13,0,,,,,0,0,0,0,0,0
279,279,0,0,,,,,0,0,0,0,0,0
280,280,0,0,,,,,0,0,0,0,0,0
281,281,1,14,,,2,2,0,0,0,0,0,0
282,282,0,0,,,,,0,0,0,0,0,0
283,283,0,0,,,,,0,0,0,0,0,0
284,284,0,0,,,,,0,0,0,0,0,0
285,285,13,0,,,,,0,0,0,0,0,0
286,286,13,0,,,,,0,0,0,0,0,0
287,287,13,0,,,,,0,0,0,0,0,0
288,288,13,0,,,,,0,0,0,0,0,0
289,289,13,0,,,,,0,0,0,0,0,0
290,290,0,0,,,,,0,0,0,30,0,0
291,291,0,0,,,,,0,0,0,0,0,0
292,292,0,0,2,5,,,0,0,0,0,0,0
293,293,13,0,,,,,0,0,0,0,0,0
294,294,2,0,,,,,0,0,0,0,0,0
295,295,6,0,,,,,0,0,0,0,0,50
296,296,6,0,,,,,0,0,0,0,0,50
297,297,2,0,,,,,0,0,0,0,0,0
298,298,1,6,,,2,5,0,0,0,0,0,0
299,299,4,4,,,,,0,0,1,10,0,0
300,300,10,0,,,,,0,0,0,0,0,0
301,301,0,0,,,,,0,0,0,0,0,0
302,302,0,0,,,,,0,0,0,0,30,0
303,303,3,0,,,,,0,50,0,0,0,0
304,304,0,0,,,,,0,0,0,0,0,0
305,305,4,5,,,15,15,0,0,0,50,0,0
306,306,6,0,,,,,0,0,0,0,0,50
307,307,0,0,,,,,0,0,0,0,0,0
308,308,0,0,,,,,0,0,0,0,0,0
309,309,7,0,,,,,0,0,0,0,0,20
310,310,0,0,,,,,0,0,0,0,30,0
311,311,0,0,,,,,0,0,0,0,0,0
312,312,13,0,,,,,0,0,0,0,0,0
313,313,2,0,,,,,0,0,0,0,0,0
314,314,0,0,,,,,0,0,1,0,0,0
315,315,7,0,,,,,0,0,0,0,0,100
316,316,1,17,,,,,0,0,0,0,0,0
317,317,6,0,,,,,0,0,0,0,0,100
318,318,7,0,,,,,0,0,0,0,0,10
319,319,2,0,,,,,0,0,0,0,0,0
320,320,1,2,,,2,4,0,0,0,0,0,0
321,321,2,0,,,,,0,0,0,0,0,0
322,322,2,0,,,,,0,0,0,0,0,0
323,323,0,0,,,,,0,0,0,0,0,0
324,324,4,6,,,2,5,0,0,0,10,0,0
325,325,0,0,,,,,0,0,0,0,0,0
326,326,0,0,,,,,0,0,0,0,10,0
327,327,0,0,,,,,0,0,0,0,0,0
328,328,4,8,,,5,6,0,0,0,100,0,0
329,329,9,0,,,,,0,0,0,0,0,0
330,330,6,0,,,,,0,0,0,0,0,30
331,331,0,0,2,5,,,0,0,0,0,0,0
332,332,0,0,,,,,0,0,0,0,0,0
333,333,0,0,2,5,,,0,0,0,0,0,0
334,334,2,0,,,,,0,0,0,0,0,0
335,335,13,0,,,,,0,0,0,0,0,0
336,336,2,0,,,,,0,0,0,0,0,0
337,337,0,0,,,,,0,0,0,0,0,0
338,338,0,0,,,,,0,0,0,0,0,0
339,339,2,0,,,,,0,0,0,0,0,0
340,340,4,1,,,,,0,0,0,30,0,0
341,341,6,0,,,,,0,0,0,0,0,100
342,342,4,5,,,,,0,0,1,10,0,0
343,343,0,0,,,,,0,0,0,0,0,0
344,344,4,1,,,,,-33,0,0,10,0,0
345,345,0,0,,,,,0,0,0,0,0,0
346,346,10,0,,,,,0,0,0,0,0,0
347,347,2,0,,,,,0,0,0,0,0,0
348,348,0,0,,,,,0,0,1,0,0,0
349,349,2,0,,,,,0,0,0,0,0,0
350,350,0,0,2,5,,,0,0,0,0,0,0
351,351,0,0,,,,,0,0,0,0,0,0
352,352,4,6,,,2,5,0,0,0,20,0,0
353,353,13,0,,,,,0,0,0,0,0,0
354,354,7,0,,,,,0,0,0,0,0,100
355,355,3,0,,,,,0,50,0,0,0,0
356,356,10,0,,,,,0,0,0,0,0,0
357,357,1,17,,,,,0,0,0,0,0,0
358,358,0,0,,,,,0,0,0,0,0,0
359,359,7,0,,,,,0,0,0,0,0,100
360,360,0,0,,,,,0,0,0,0,0,0
361,361,13,0,,,,,0,0,0,0,0,0
362,362,0,0,,,,,0,0,0,0,0,0
363,363,0,0,,,,,0,0,0,0,0,0
364,364,0,0,,,,,0,0,0,0,0,0
365,365,0,0,,,,,0,0,0,0,0,0
366,366,11,0,,,,,0,0,0,0,0,0
367,367,13,0,,,,,0,0,0,0,0,0
368,368,0,0,,,,,0,0,0,0,0,0
369,369,0,0,,,,,0,0,0,0,0,0
370,370,7,0,,,,,0,0,0,0,0,100
371,371,0,0,,,,,0,0,0,0,0,0
372,372,0,0,,,,,0,0,0,0,0,0
373,373,1,19,,,5,5,0,0,0,0,0,0
374,374,0,0,,,,,0,0,0,0,0,0
375,375,13,0,,,,,0,0,0,0,0,0
376,376,0,0,,,,,0,0,0,0,0,0
377,377,1,15,,,5,5,0,0,0,0,0,0
378,378,0,0,,,,,0,0,0,0,0,0
379,379,13,0,,,,,0,0,0,0,0,0
380,380,13,0,,,,,0,0,0,0,0,0
381,381,11,0,,,,,0,0,0,0,0,0
382,382,0,0,,,,,0,0,0,0,0,0
383,383,13,0,,,,,0,0,0,0,0,0
384,384,13,0,,,,,0,0,0,0,0,0
385,385,13,0,,,,,0,0,0,0,0,0
386,386,0,0,,,,,0,0,0,0,0,0
387,387,0,0,,,,,0,0,0,0,0,0
388,388,13,0,,,,,0,0,0,0,0,0
389,389,0,0,,,,,0,0,0,0,0,0
390,390,11,0,,,,,0,0,0,0,0,0
391,391,13,0,,,,,0,0,0,0,0,0
392,392,13,0,,,,,0,0,0,0,0,0
393,393,13,0,,,5,5,0,0,0,0,0,0
394,394,4,4,,,,,-33,0,0,10,0,0
395,395,4,1,,,,,0,0,0,30,0,0
396,396,0,0,,,,,0,0,0,0,0,0
397,397,2,0,,,,,0,0,0,0,0,0
398,398,4,5,,,,,0,0,0,30,0,0
399,399,0,0,,,,,0,0,0,0,20,0
400,400,0,0,,,,,0,0,1,0,0,0
401,401,0,0,,,,,0,0,0,0,0,0
402,402,0,0,,,,,0,0,0,0,0,0
403,403,0,0,,,,,0,0,0,0,30,0
404,404,0,0,,,,,0,0,0,0,0,0
405,405,6,0,,,,,0,0,0,0,0,10
406,406,0,0,,,,,0,0,0,0,0,0
407,407,0,0,,,,,0,0,0,0,20,0
408,408,0,0,,,,,0,0,0,0,0,0
409,409,8,0,,,,,50,0,0,0,0,0
410,410,0,0,,,,,0,0,0,0,0,0
411,411,6,0,,,,,0,0,0,0,0,10
412,412,6,0,,,,,0,0,0,0,0,10
413,413,0,0,,,,,-33,0,0,0,0,0
414,414,6,0,,,,,0,0,0,0,0,10
415,415,13,0,,,,,0,0,0,0,0,0
416,416,0,0,,,,,0,0,0,0,0,0
417,417,2,0,,,,,0,0,0,0,0,0
418,418,0,0,,,,,0,0,0,0,0,0
419,419,0,0,,,,,0,0,0,0,0,0
420,420,0,0,,,,,0,0,0,0,0,0
421,421,0,0,,,,,0,0,1,0,0,0
422,422,4,1,,,,,0,0,0,10,10,0
423,423,4,3,,,,,0,0,0,10,10,0
424,424,4,4,,,,,0,0,0,10,10,0
425,425,0,0,,,,,0,0,0,0,0,0
426,426,6,0,,,,,0,0,0,0,0,30
427,427,0,0,,,,,0,0,1,0,0,0
428,428,0,0,,,,,0,0,0,0,20,0
429,429,6,0,,,,,0,0,0,0,0,30
430,430,6,0,,,,,0,0,0,0,0,10
431,431,4,6,,,2,5,0,0,0,20,0,0
432,432,13,0,,,,,0,0,0,0,0,0
433,433,10,0,,,,,0,0,0,0,0,0
434,434,7,0,,,,,0,0,0,0,0,100
435,435,4,1,,,,,0,0,0,30,0,0
436,436,4,4,,,,,0,0,0,30,0,0
437,437,7,0,,,,,0,0,0,0,0,100
438,438,0,0,,,,,0,0,0,0,0,0
439,439,0,0,,,,,0,0,0,0,0,0
440,440,4,5,,,,,0,0,1,10,0,0
441,441,4,5,,,,,0,0,0,30,0,0
442,442,0,0,,,,,0,0,0,0,30,0
443,443,0,0,,,,,0,0,0,0,0,0
444,444,0,0,,,,,0,0,1,0,0,0
445,445,2,0,,,,,0,0,0,0,0,0
446,446,11,0,,,,,0,0,0,0,0,0
447,447,0,0,,,,,0,0,0,0,0,0
448,448,4,6,,,2,5,0,0,0,100,0,0
449,449,0,0,,,,,0,0,0,0,0,0
450,450,0,0,,,,,0,0,0,0,0,0
451,451,7,0,,,,,0,0,0,0,0,70
452,452,0,0,,,,,-33,0,0,0,0,0
453,453,0,0,,,,,0,0,0,0,0,0
454,454,0,0,,,,,0,0,1,0,0,0
455,455,2,0,,,,,0,0,0,0,0,0
456,456,3,0,,,,,0,50,0,0,0,0
457,457,0,0,,,,,-50,0,0,0,0,0
458,458,0,0,2,2,,,0,0,0,0,0,0
459,459,0,0,,,,,0,0,0,0,0,0
460,460,0,0,,,,,0,0,1,0,0,0
461,461,13,0,,,,,0,0,0,0,0,0
462,462,0,0,,,,,0,0,0,0,0,0
463,463,4,8,,,5,6,0,0,0,100,0,0
464,464,1,2,,,2,4,0,0,0,0,0,0
465,465,6,0,,,,,0,0,0,0,0,40
466,466,7,0,,,,,0,0,0,10,0,10
467,467,0,0,,,,,0,0,0,0,0,0
468,468,2,0,,,,,0,0,0,0,0,0
469,469,11,0,,,,,0,0,0,0,0,0
470,470,13,0,,,,,0,0,0,0,0,0
471,471,13,0,,,,,0,0,0,0,0,0
472,472,10,0,,,,,0,0,0,0,0,0
473,473,0,0,,,,,0,0,0,0,0,0
474,474,0,0,,,,,0,0,0,0,0,0
475,475,2,0,,,,,0,0,0,0,0,0
476,476,13,0,,,,,0,0,0,0,0,0
477,477,1,-1,,,3,3,0,0,0,0,0,0
478,478,10,0,,,,,0,0,0,0,0,0
479,479,0,-1,,,,,0,0,0,100,0,0
480,480,0,0,,,,,0,0,6,0,0,0
481,481,0,0,,,,,0,0,0,0,0,0
482,482,4,5,,,,,0,0,0,10,0,0
483,483,2,0,,,,,0,0,0,0,0,0
484,484,0,0,,,,,0,0,0,0,0,0
485,485,0,0,,,,,0,0,0,0,0,0
486,486,0,0,,,,,0,0,0,0,0,0
487,487,13,0,,,,,0,0,0,0,0,0
488,488,7,0,,,,,0,0,0,0,0,100
489,489,2,0,,,,,0,0,0,0,0,0
490,490,6,0,,,,,0,0,0,0,0,100
491,491,6,0,,,,,0,0,0,0,0,100
492,492,0,0,,,,,0,0,0,0,0,0
493,493,13,0,,,,,0,0,0,0,0,0
494,494,13,0,,,,,0,0,0,0,0,0
495,495,13,0,,,,,0,0,0,0,0,0
496,496,0,0,,,,,0,0,0,0,0,0
497,497,0,0,,,,,0,0,0,0,0,0
498,498,0,0,,,,,0,0,0,0,0,0
499,499,0,0,,,,,0,0,0,0,0,0
500,500,0,0,,,,,0,0,0,0,0,0
501,501,11,0,,,,,0,0,0,0,0,0
502,502,13,0,,,,,0,0,0,0,0,0
503,503,4,4,,,,,0,0,0,30,0,0
504,504,13,0,,,,,0,0,0,0,0,0
505,505,3,0,,,,,0,50,0,0,0,0
506,506,0,0,,,,,0,0,0,0,0,0
507,507,0,0,,,,,0,0,0,0,0,0
508,508,2,0,,,,,0,0,0,0,0,0
509,509,0,0,,,,,0,0,0,0,0,0
510,510,0,0,,,,,0,0,0,0,0,0
511,511,13,0,,,,,0,0,0,0,0,0
512,512,0,0,,,,,0,0,0,0,0,0
513,513,13,0,,,,,0,0,0,0,0,0
514,514,0,0,,,,,0,0,0,0,0,0
515,515,0,0,,,,,0,0,0,0,0,0
516,516,13,0,,,,,0,0,0,0,0,0
517,517,4,4,,,,,0,0,0,100,0,0
518,518,0,0,,,,,0,0,0,0,0,0
519,519,0,0,,,,,0,0,0,0,0,0
520,520,0,0,,,,,0,0,0,0,0,0
521,521,0,0,,,,,0,0,0,0,0,0
522,522,6,0,,,,,0,0,0,0,0,100
523,523,6,0,,,,,0,0,0,0,0,100
524,524,0,0,,,,,0,0,6,100,0,0
525,525,0,0,,,,,0,0,0,0,0,0
526,526,2,0,,,,,0,0,0,0,0,0
527,527,6,0,,,,,0,0,0,0,0,100
528,528,0,0,,,,,-25,0,0,0,0,0
529,529,0,0,,,,,0,0,1,0,0,0
530,530,0,0,2,2,,,0,0,0,0,0,0
531,531,0,0,,,,,0,0,0,0,30,0
532,532,8,0,,,,,50,0,0,0,0,0
533,533,0,0,,,,,0,0,0,0,0,0
534,534,6,0,,,,,0,0,0,0,0,50
535,535,0,0,,,,,0,0,0,0,0,0
536,536,6,0,,,,,0,0,0,0,0,50
537,537,0,0,,,,,0,0,0,0,30,0
538,538,2,0,,,,,0,0,0,0,0,0
539,539,6,0,,,,,0,0,0,0,0,40
540,540,0,0,,,,,0,0,0,0,0,0
541,541,0,0,2,5,,,0,0,0,0,0,0
542,542,4,6,,,2,5,0,0,0,30,0,0
543,543,0,0,,,,,-25,0,0,0,0,0
544,544,0,0,2,2,,,0,0,0,0,0,0
545,545,4,4,,,,,0,0,0,30,0,0
546,546,0,0,,,,,0,0,0,0,0,0
547,547,4,2,,,2,4,0,0,0,10,0,0
548,548,0,0,,,,,0,0,0,0,0,0
549,549,6,0,,,,,0,0,0,0,0,100
550,550,4,1,,,,,0,0,0,20,0,0
551,551,4,4,,,,,0,0,0,20,0,0
552,552,7,0,,,,,0,0,0,0,0,50
553,553,4,1,,,,,0,0,0,30,0,0
554,554,4,4,,,,,0,0,0,30,0,0
555,555,6,0,,,,,0,0,0,0,0,100
556,556,0,0,,,,,0,0,0,0,30,0
557,557,7,0,,,,,0,0,0,0,0,100
558,558,0,0,,,,,0,0,0,0,0,0
559,559,0,0,,,,,0,0,0,0,0,0
560,560,0,0,,,,,0,0,0,0,0,0
561,561,11,0,,,,,0,0,0,0,0,0
562,562,0,0,,,,,0,0,0,0,0,0
563,563,2,0,,,,,0,0,0,0,0,100
564,564,11,0,,,,,0,0,0,0,0,0
565,565,0,0,,,,,0,0,0,0,0,0
566,566,0,0,,,,,0,0,0,0,0,0
567,567,13,0,,,,,0,0,0,0,0,0
568,568,2,0,,,,,0,0,0,0,0,100
569,569,10,0,,,,,0,0,0,0,0,0
570,570,8,0,,,,,50,0,0,0,0,0
571,571,13,0,,,,,0,0,0,0,0,0
